user_name,task_id,completed_at,title,folder_raw,folder_id,task_type_raw,task_type,difficulty_raw,difficulty,estimated_minutes_user,ai_estimated_minutes_at_registration,correction_factor_at_registration,log_correction_at_registration,estimate_stage,actual_minutes,planning_error_ratio_actual_div_user_estimated,clamped_planning_error_ratio,log_ratio,clamped_log_ratio,update_stage,dropped,drop_reason,completed_count_before,user_global_before,user_global_after,type_residual_after,difficulty_residual_after,folder_residual_after,type_count_after,difficulty_count_after,folder_count_after
세진,10,2026-04-20 16:23,멀코컴 과제 1,멀코컴,7,QUANTITY_BASED,QUANTITY_BASED,LOW,LOW,180.0,267.32,1.4851,0.3955,RULE_AVERAGE_BLEND,367.0,2.0389,2.0389,0.7124,0.7124,AVERAGE_BASELINE,False,,10,0.6008,0.612,"{""QUANTITY_BASED"": 0.1380441124900577, ""SATISFACTION_BASED"": 0.03659421012771211}","{""UNKNOWN"": 0.02490645687476306, ""MEDIUM"": 0.1159685652310668, ""LOW"": 0.01266574792503469, ""HIGH"": -0.026783106684145765}","{""3"": 0.02490645687476306, ""4"": -0.05310524148108138, ""5"": -0.03737336064558057, ""7"": 0.11019254242355007, ""6"": 0.06953559534406058}","{""QUANTITY_BASED"": 9, ""SATISFACTION_BASED"": 2}","{""UNKNOWN"": 3, ""MEDIUM"": 5, ""LOW"": 2, ""HIGH"": 1}","{""3"": 3, ""4"": 1, ""5"": 2, ""7"": 4, ""6"": 1}"
세진,12,2026-04-21 19:25,알고리즘 - 그래프 탐색 공부,알고리즘,3,QUANTITY_BASED,QUANTITY_BASED,MEDIUM,MEDIUM,80.0,126.59,1.5823,0.4589,RULE_AVERAGE_BLEND,173.0,2.1625,2.1625,0.7713,0.7713,AVERAGE_BASELINE,False,,11,0.612,0.6279,"{""QUANTITY_BASED"": 0.15517709256221351, ""SATISFACTION_BASED"": 0.03659421012771211}","{""UNKNOWN"": 0.02490645687476306, ""MEDIUM"": 0.12959810667173643, ""LOW"": 0.01266574792503469, ""HIGH"": -0.026783106684145765}","{""3"": 0.04764220915106307, ""4"": -0.05310524148108138, ""5"": -0.03737336064558057, ""7"": 0.11019254242355007, ""6"": 0.06953559534406058}","{""QUANTITY_BASED"": 10, ""SATISFACTION_BASED"": 2}","{""UNKNOWN"": 3, ""MEDIUM"": 6, ""LOW"": 2, ""HIGH"": 1}","{""3"": 4, ""4"": 1, ""5"": 2, ""7"": 4, ""6"": 1}"
세진,13,2026-04-24 05:58,알고리즘 - DP 기본 문제 풀이,알고리즘,3,QUANTITY_BASED,QUANTITY_BASED,HIGH,HIGH,120.0,188.67,1.5723,0.4525,RULE_AVERAGE_BLEND,286.0,2.3833,2.3833,0.8685,0.8685,AVERAGE_BASELINE,False,,12,0.6279,0.652,"{""QUANTITY_BASED"": 0.18328643216106585, ""SATISFACTION_BASED"": 0.03659421012771211}","{""UNKNOWN"": 0.02490645687476306, ""MEDIUM"": 0.12959810667173643, ""LOW"": 0.01266574792503469, ""HIGH"": 0.01015247297305839}","{""3"": 0.07713525722474635, ""4"": -0.05310524148108138, ""5"": -0.03737336064558057, ""7"": 0.11019254242355007, ""6"": 0.06953559534406058}","{""QUANTITY_BASED"": 11, ""SATISFACTION_BASED"": 2}","{""UNKNOWN"": 3, ""MEDIUM"": 6, ""LOW"": 2, ""HIGH"": 2}","{""3"": 5, ""4"": 1, ""5"": 2, ""7"": 4, ""6"": 1}"
세진,14,2026-04-26 23:15,워게임 rev-basic 10~12 정리,보안,5,QUANTITY_BASED,QUANTITY_BASED,HIGH,HIGH,150.0,242.45,1.6163,0.4802,RULE_AVERAGE_BLEND,219.0,1.46,1.46,0.3784,0.3784,AVERAGE_BASELINE,False,,13,0.652,0.6246,"{""QUANTITY_BASED"": 0.13006123562413768, ""SATISFACTION_BASED"": 0.03659421012771211}","{""UNKNOWN"": 0.02490645687476306, ""MEDIUM"": 0.12959810667173643, ""LOW"": 0.01266574792503469, ""HIGH"": -0.008017595466092974}","{""3"": 0.07713525722474635, ""4"": -0.05310524148108138, ""5"": -0.050790845722868044, ""7"": 0.11019254242355007, ""6"": 0.06953559534406058}","{""QUANTITY_BASED"": 12, ""SATISFACTION_BASED"": 2}","{""UNKNOWN"": 3, ""MEDIUM"": 6, ""LOW"": 2, ""HIGH"": 3}","{""3"": 5, ""4"": 1, ""5"": 3, ""7"": 4, ""6"": 1}"
세진,15,2026-04-28 10:20,운체보 스케줄링 개념 정리,운영체제,6,SATISFACTION_BASED,SATISFACTION_BASED,MEDIUM,MEDIUM,180.0,400.11,2.2228,0.7988,RULE_AVERAGE_BLEND,392.0,2.1778,2.1778,0.7783,0.7783,AVERAGE_BASELINE,False,,14,0.6246,0.64,"{""QUANTITY_BASED"": 0.13006123562413768, ""SATISFACTION_BASED"": 0.01815635304406489}","{""UNKNOWN"": 0.02490645687476306, ""MEDIUM"": 0.10800581229490253, ""LOW"": 0.01266574792503469, ""HIGH"": -0.008017595466092974}","{""3"": 0.07713525722474635, ""4"": -0.05310524148108138, ""5"": -0.050790845722868044, ""7"": 0.11019254242355007, ""6"": 0.05394955209999425}","{""QUANTITY_BASED"": 12, ""SATISFACTION_BASED"": 3}","{""UNKNOWN"": 3, ""MEDIUM"": 7, ""LOW"": 2, ""HIGH"": 3}","{""3"": 5, ""4"": 1, ""5"": 3, ""7"": 4, ""6"": 2}"
세진,16,2026-04-30 21:38,멀코컴 05 강의 정리,멀코컴,7,QUANTITY_BASED,QUANTITY_BASED,MEDIUM,MEDIUM,90.0,154.43,1.7159,0.5399,RULE_AVERAGE_BLEND,157.0,1.7444,1.7444,0.5564,0.5564,AVERAGE_BASELINE,False,,15,0.64,0.6316,"{""QUANTITY_BASED"": 0.11196786919014429, ""SATISFACTION_BASED"": 0.01815635304406489}","{""UNKNOWN"": 0.02490645687476306, ""MEDIUM"": 0.09814911033849712, ""LOW"": 0.01266574792503469, ""HIGH"": -0.008017595466092974}","{""3"": 0.07713525722474635, ""4"": -0.05310524148108138, ""5"": -0.050790845722868044, ""7"": 0.10011716745427991, ""6"": 0.05394955209999425}","{""QUANTITY_BASED"": 13, ""SATISFACTION_BASED"": 3}","{""UNKNOWN"": 3, ""MEDIUM"": 8, ""LOW"": 2, ""HIGH"": 3}","{""3"": 5, ""4"": 1, ""5"": 3, ""7"": 5, ""6"": 2}"
세진,17,2026-05-01 06:02,캡디 발표 자료 초안 작성,캡스톤,4,SATISFACTION_BASED,SATISFACTION_BASED,MEDIUM,MEDIUM,120.0,270.55,2.2546,0.813,RULE_AVERAGE_BLEND,245.0,2.0417,2.0417,0.7138,0.7138,AVERAGE_BASELINE,False,,16,0.6316,0.6399,"{""QUANTITY_BASED"": 0.11196786919014429, ""SATISFACTION_BASED"": -0.00824831298218464}","{""UNKNOWN"": 0.02490645687476306, ""MEDIUM"": 0.07254672392488754, ""LOW"": 0.01266574792503469, ""HIGH"": -0.008017595466092974}","{""3"": 0.07713525722474635, ""4"": -0.06358219271273312, ""5"": -0.050790845722868044, ""7"": 0.10011716745427991, ""6"": 0.05394955209999425}","{""QUANTITY_BASED"": 13, ""SATISFACTION_BASED"": 4}","{""UNKNOWN"": 3, ""MEDIUM"": 9, ""LOW"": 2, ""HIGH"": 3}","{""3"": 5, ""4"": 2, ""5"": 3, ""7"": 5, ""6"": 2}"
세진,18,2026-05-03 06:13,악성코드 분석 보고서 보완,보안,5,SATISFACTION_BASED,SATISFACTION_BASED,LOW,LOW,150.0,319.24,2.1283,0.7553,RULE_AVERAGE_BLEND,188.0,1.2533,1.2533,0.2258,0.2258,AVERAGE_BASELINE,False,,17,0.6399,0.5984,"{""QUANTITY_BASED"": 0.11196786919014429, ""SATISFACTION_BASED"": -0.10091812765188088}","{""UNKNOWN"": 0.02490645687476306, ""MEDIUM"": 0.07254672392488754, ""LOW"": -0.051205534612151396, ""HIGH"": -0.008017595466092974}","{""3"": 0.07713525722474635, ""4"": -0.06358219271273312, ""5"": -0.10831646889526386, ""7"": 0.10011716745427991, ""6"": 0.05394955209999425}","{""QUANTITY_BASED"": 13, ""SATISFACTION_BASED"": 5}","{""UNKNOWN"": 3, ""MEDIUM"": 9, ""LOW"": 3, ""HIGH"": 3}","{""3"": 5, ""4"": 2, ""5"": 4, ""7"": 5, ""6"": 2}"
세진,19,2026-05-04 18:22,알고리즘 - 최단 경로 복습,알고리즘,3,QUANTITY_BASED,QUANTITY_BASED,UNKNOWN,UNKNOWN,100.0,210.15,2.1015,0.7427,RULE_AVERAGE_BLEND,211.0,2.11,2.11,0.7467,0.7467,AVERAGE_BASELINE,False,,18,0.5984,0.6133,"{""QUANTITY_BASED"": 0.09745852516944334, ""SATISFACTION_BASED"": -0.10091812765188088}","{""UNKNOWN"": 0.023939702092500556, ""MEDIUM"": 0.07254672392488754, ""LOW"": -0.051205534612151396, ""HIGH"": -0.008017595466092974}","{""3"": 0.07094562240748552, ""4"": -0.06358219271273312, ""5"": -0.10831646889526386, ""7"": 0.10011716745427991, ""6"": 0.05394955209999425}","{""QUANTITY_BASED"": 14, ""SATISFACTION_BASED"": 5}","{""UNKNOWN"": 4, ""MEDIUM"": 9, ""LOW"": 3, ""HIGH"": 3}","{""3"": 6, ""4"": 2, ""5"": 4, ""7"": 5, ""6"": 2}"
세진,20,2026-05-06 14:52,네트워크 보안 용어 정리,보안,5,QUANTITY_BASED,QUANTITY_BASED,LOW,LOW,60.0,94.5,1.575,0.4543,RULE_AVERAGE_BLEND,82.0,1.3667,1.3667,0.3124,0.3124,AVERAGE_BASELINE,False,,19,0.6133,0.5832,"{""QUANTITY_BASED"": 0.05585500974919205, ""SATISFACTION_BASED"": -0.10091812765188088}","{""UNKNOWN"": 0.023939702092500556, ""MEDIUM"": 0.07254672392488754, ""LOW"": -0.06407480558082611, ""HIGH"": -0.008017595466092974}","{""3"": 0.07094562240748552, ""4"": -0.06358219271273312, ""5"": -0.11547464643562733, ""7"": 0.10011716745427991, ""6"": 0.05394955209999425}","{""QUANTITY_BASED"": 15, ""SATISFACTION_BASED"": 5}","{""UNKNOWN"": 4, ""MEDIUM"": 9, ""LOW"": 4, ""HIGH"": 3}","{""3"": 6, ""4"": 2, ""5"": 5, ""7"": 5, ""6"": 2}"
세진,21,2026-05-07 22:41,멀코컴 과제 2 구현,멀코컴,7,QUANTITY_BASED,QUANTITY_BASED,MEDIUM,MEDIUM,180.0,306.4,1.7022,0.5319,AVERAGE_BASELINE,341.0,1.8944,1.8944,0.6389,0.6389,AVERAGE_BASELINE,False,,20,0.5832,0.5888,"{""QUANTITY_BASED"": 0.06978813650913504, ""SATISFACTION_BASED"": -0.10091812765188088}","{""UNKNOWN"": 0.023939702092500556, ""MEDIUM"": 0.08016630368061331, ""LOW"": -0.06407480558082611, ""HIGH"": -0.008017595466092974}","{""3"": 0.07094562240748552, ""4"": -0.06358219271273312, ""5"": -0.11547464643562733, ""7"": 0.10497970285706645, ""6"": 0.05394955209999425}","{""QUANTITY_BASED"": 16, ""SATISFACTION_BASED"": 5}","{""UNKNOWN"": 4, ""MEDIUM"": 10, ""LOW"": 4, ""HIGH"": 3}","{""3"": 6, ""4"": 2, ""5"": 5, ""7"": 6, ""6"": 2}"
세진,22,2026-05-09 11:48,캡디 백엔드 API 명세 정리,캡스톤,4,QUANTITY_BASED,QUANTITY_BASED,MEDIUM,MEDIUM,90.0,152.38,1.6931,0.5265,AVERAGE_BASELINE,139.0,1.5444,1.5444,0.4347,0.4347,AVERAGE_BASELINE,False,,21,0.5888,0.5733,"{""QUANTITY_BASED"": 0.050155951893922454, ""SATISFACTION_BASED"": -0.10091812765188088}","{""UNKNOWN"": 0.023939702092500556, ""MEDIUM"": 0.0660403638866571, ""LOW"": -0.06407480558082611, ""HIGH"": -0.008017595466092974}","{""3"": 0.07094562240748552, ""4"": -0.06333328286735469, ""5"": -0.11547464643562733, ""7"": 0.10497970285706645, ""6"": 0.05394955209999425}","{""QUANTITY_BASED"": 17, ""SATISFACTION_BASED"": 5}","{""UNKNOWN"": 4, ""MEDIUM"": 11, ""LOW"": 4, ""HIGH"": 3}","{""3"": 6, ""4"": 3, ""5"": 5, ""7"": 6, ""6"": 2}"
세진,23,2026-05-12 03:09,운체보 메모리 관리 개념 이해,운영체제,6,SATISFACTION_BASED,SATISFACTION_BASED,MEDIUM,MEDIUM,200.0,435.86,2.1793,0.779,AVERAGE_BASELINE,463.0,2.315,2.315,0.8394,0.8394,AVERAGE_BASELINE,False,,22,0.5733,0.6,"{""QUANTITY_BASED"": 0.050155951893922454, ""SATISFACTION_BASED"": -0.08187116251839127}","{""UNKNOWN"": 0.023939702092500556, ""MEDIUM"": 0.06204249148846304, ""LOW"": -0.06407480558082611, ""HIGH"": -0.008017595466092974}","{""3"": 0.07094562240748552, ""4"": -0.06333328286735469, ""5"": -0.11547464643562733, ""7"": 0.10497970285706645, ""6"": 0.05116076088046648}","{""QUANTITY_BASED"": 17, ""SATISFACTION_BASED"": 6}","{""UNKNOWN"": 4, ""MEDIUM"": 12, ""LOW"": 4, ""HIGH"": 3}","{""3"": 6, ""4"": 3, ""5"": 5, ""7"": 6, ""6"": 3}"
세진,24,2026-05-14 06:32,워게임 pwn-basic 1문제 풀기,보안,5,QUANTITY_BASED,QUANTITY_BASED,HIGH,HIGH,120.0,189.62,1.5802,0.4575,AVERAGE_BASELINE,276.0,2.3,2.3,0.8329,0.8329,AVERAGE_BASELINE,False,,23,0.6,0.6232,"{""QUANTITY_BASED"": 0.09287579580650679, ""SATISFACTION_BASED"": -0.08187116251839127}","{""UNKNOWN"": 0.023939702092500556, ""MEDIUM"": 0.06204249148846304, ""LOW"": -0.06407480558082611, ""HIGH"": 0.026279655211631465}","{""3"": 0.07094562240748552, ""4"": -0.06333328286735469, ""5"": -0.07043169066094945, ""7"": 0.10497970285706645, ""6"": 0.05116076088046648}","{""QUANTITY_BASED"": 18, ""SATISFACTION_BASED"": 6}","{""UNKNOWN"": 4, ""MEDIUM"": 12, ""LOW"": 4, ""HIGH"": 4}","{""3"": 6, ""4"": 3, ""5"": 6, ""7"": 6, ""6"": 3}"
세진,25,2026-05-15 17:28,알고리즘 - 트리 문제 풀이,알고리즘,3,QUANTITY_BASED,QUANTITY_BASED,UNKNOWN,UNKNOWN,90.0,197.64,2.196,0.7867,AVERAGE_BASELINE,196.0,2.1778,2.1778,0.7783,0.7783,AVERAGE_BASELINE,False,,24,0.6232,0.6388,"{""QUANTITY_BASED"": 0.08225271935730843, ""SATISFACTION_BASED"": -0.08187116251839127}","{""UNKNOWN"": 0.023751260497768954, ""MEDIUM"": 0.06204249148846304, ""LOW"": -0.06407480558082611, ""HIGH"": 0.026279655211631465}","{""3"": 0.06605658878125542, ""4"": -0.06333328286735469, ""5"": -0.07043169066094945, ""7"": 0.10497970285706645, ""6"": 0.05116076088046648}","{""QUANTITY_BASED"": 19, ""SATISFACTION_BASED"": 6}","{""UNKNOWN"": 5, ""MEDIUM"": 12, ""LOW"": 4, ""HIGH"": 4}","{""3"": 7, ""4"": 3, ""5"": 6, ""7"": 6, ""6"": 3}"
세진,26,2026-05-17 15:44,캡디 사용자 피드백 정리,캡스톤,4,SATISFACTION_BASED,SATISFACTION_BASED,LOW,LOW,70.0,146.43,2.0918,0.738,AVERAGE_BASELINE,96.0,1.3714,1.3714,0.3159,0.3159,AVERAGE_BASELINE,False,,25,0.6388,0.6065,"{""QUANTITY_BASED"": 0.08225271935730843, ""SATISFACTION_BASED"": -0.14982583043329892}","{""UNKNOWN"": 0.023751260497768954, ""MEDIUM"": 0.06204249148846304, ""LOW"": -0.1111575532178544, ""HIGH"": 0.026279655211631465}","{""3"": 0.06605658878125542, ""4"": -0.11049018277573011, ""5"": -0.07043169066094945, ""7"": 0.10497970285706645, ""6"": 0.05116076088046648}","{""QUANTITY_BASED"": 19, ""SATISFACTION_BASED"": 7}","{""UNKNOWN"": 5, ""MEDIUM"": 12, ""LOW"": 5, ""HIGH"": 4}","{""3"": 7, ""4"": 4, ""5"": 6, ""7"": 6, ""6"": 3}"
세진,27,2026-05-18 23:25,멀코컴 06 강의 정리,멀코컴,7,QUANTITY_BASED,QUANTITY_BASED,MEDIUM,MEDIUM,90.0,160.82,1.7869,0.5805,AVERAGE_BASELINE,167.0,1.8556,1.8556,0.6182,0.6182,AVERAGE_BASELINE,False,,26,0.6065,0.6076,"{""QUANTITY_BASED"": 0.0856226822905144, ""SATISFACTION_BASED"": -0.14982583043329892}","{""UNKNOWN"": 0.023751260497768954, ""MEDIUM"": 0.06631015623081822, ""LOW"": -0.1111575532178544, ""HIGH"": 0.026279655211631465}","{""3"": 0.06605658878125542, ""4"": -0.11049018277573011, ""5"": -0.07043169066094945, ""7"": 0.10495364646256129, ""6"": 0.05116076088046648}","{""QUANTITY_BASED"": 20, ""SATISFACTION_BASED"": 7}","{""UNKNOWN"": 5, ""MEDIUM"": 13, ""LOW"": 5, ""HIGH"": 4}","{""3"": 7, ""4"": 4, ""5"": 6, ""7"": 7, ""6"": 3}"
세진,28,2026-05-20 14:14,보안 기사 자료 요약,보안,5,QUANTITY_BASED,QUANTITY_BASED,LOW,LOW,120.0,187.52,1.5626,0.4464,AVERAGE_BASELINE,151.0,1.2583,1.2583,0.2298,0.2298,AVERAGE_BASELINE,False,,27,0.6076,0.5699,"{""QUANTITY_BASED"": 0.03425195649201748, ""SATISFACTION_BASED"": -0.14982583043329892}","{""UNKNOWN"": 0.023751260497768954, ""MEDIUM"": 0.06631015623081822, ""LOW"": -0.1257266801993488, ""HIGH"": 0.026279655211631465}","{""3"": 0.06605658878125542, ""4"": -0.11049018277573011, ""5"": -0.08907340389813435, ""7"": 0.10495364646256129, ""6"": 0.05116076088046648}","{""QUANTITY_BASED"": 21, ""SATISFACTION_BASED"": 7}","{""UNKNOWN"": 5, ""MEDIUM"": 13, ""LOW"": 6, ""HIGH"": 4}","{""3"": 7, ""4"": 4, ""5"": 7, ""7"": 7, ""6"": 3}"
