user_name,after_task_id,completed_count,user_global,user_type_residual,user_difficulty_residual,user_folder_residual,type_count,difficulty_count,folder_count
세진,19,19,0.613273,"{""QUANTITY_BASED"": 0.09745852516944334, ""SATISFACTION_BASED"": -0.10091812765188088}","{""UNKNOWN"": 0.023939702092500556, ""MEDIUM"": 0.07254672392488754, ""LOW"": -0.051205534612151396, ""HIGH"": -0.008017595466092974}","{""3"": 0.07094562240748552, ""4"": -0.06358219271273312, ""5"": -0.10831646889526386, ""7"": 0.10011716745427991, ""6"": 0.05394955209999425}","{""QUANTITY_BASED"": 14, ""SATISFACTION_BASED"": 5}","{""UNKNOWN"": 4, ""MEDIUM"": 9, ""LOW"": 3, ""HIGH"": 3}","{""3"": 6, ""4"": 2, ""5"": 4, ""7"": 5, ""6"": 2}"
세진,20,20,0.583183,"{""QUANTITY_BASED"": 0.05585500974919205, ""SATISFACTION_BASED"": -0.10091812765188088}","{""UNKNOWN"": 0.023939702092500556, ""MEDIUM"": 0.07254672392488754, ""LOW"": -0.06407480558082611, ""HIGH"": -0.008017595466092974}","{""3"": 0.07094562240748552, ""4"": -0.06358219271273312, ""5"": -0.11547464643562733, ""7"": 0.10011716745427991, ""6"": 0.05394955209999425}","{""QUANTITY_BASED"": 15, ""SATISFACTION_BASED"": 5}","{""UNKNOWN"": 4, ""MEDIUM"": 9, ""LOW"": 4, ""HIGH"": 3}","{""3"": 6, ""4"": 2, ""5"": 5, ""7"": 5, ""6"": 2}"
세진,21,21,0.588757,"{""QUANTITY_BASED"": 0.06978813650913504, ""SATISFACTION_BASED"": -0.10091812765188088}","{""UNKNOWN"": 0.023939702092500556, ""MEDIUM"": 0.08016630368061331, ""LOW"": -0.06407480558082611, ""HIGH"": -0.008017595466092974}","{""3"": 0.07094562240748552, ""4"": -0.06358219271273312, ""5"": -0.11547464643562733, ""7"": 0.10497970285706645, ""6"": 0.05394955209999425}","{""QUANTITY_BASED"": 16, ""SATISFACTION_BASED"": 5}","{""UNKNOWN"": 4, ""MEDIUM"": 10, ""LOW"": 4, ""HIGH"": 3}","{""3"": 6, ""4"": 2, ""5"": 5, ""7"": 6, ""6"": 2}"
세진,22,22,0.573348,"{""QUANTITY_BASED"": 0.050155951893922454, ""SATISFACTION_BASED"": -0.10091812765188088}","{""UNKNOWN"": 0.023939702092500556, ""MEDIUM"": 0.0660403638866571, ""LOW"": -0.06407480558082611, ""HIGH"": -0.008017595466092974}","{""3"": 0.07094562240748552, ""4"": -0.06333328286735469, ""5"": -0.11547464643562733, ""7"": 0.10497970285706645, ""6"": 0.05394955209999425}","{""QUANTITY_BASED"": 17, ""SATISFACTION_BASED"": 5}","{""UNKNOWN"": 4, ""MEDIUM"": 11, ""LOW"": 4, ""HIGH"": 3}","{""3"": 6, ""4"": 3, ""5"": 5, ""7"": 6, ""6"": 2}"
세진,23,23,0.599954,"{""QUANTITY_BASED"": 0.050155951893922454, ""SATISFACTION_BASED"": -0.08187116251839127}","{""UNKNOWN"": 0.023939702092500556, ""MEDIUM"": 0.06204249148846304, ""LOW"": -0.06407480558082611, ""HIGH"": -0.008017595466092974}","{""3"": 0.07094562240748552, ""4"": -0.06333328286735469, ""5"": -0.11547464643562733, ""7"": 0.10497970285706645, ""6"": 0.05116076088046648}","{""QUANTITY_BASED"": 17, ""SATISFACTION_BASED"": 6}","{""UNKNOWN"": 4, ""MEDIUM"": 12, ""LOW"": 4, ""HIGH"": 3}","{""3"": 6, ""4"": 3, ""5"": 5, ""7"": 6, ""6"": 3}"
세진,24,24,0.62325,"{""QUANTITY_BASED"": 0.09287579580650679, ""SATISFACTION_BASED"": -0.08187116251839127}","{""UNKNOWN"": 0.023939702092500556, ""MEDIUM"": 0.06204249148846304, ""LOW"": -0.06407480558082611, ""HIGH"": 0.026279655211631465}","{""3"": 0.07094562240748552, ""4"": -0.06333328286735469, ""5"": -0.07043169066094945, ""7"": 0.10497970285706645, ""6"": 0.05116076088046648}","{""QUANTITY_BASED"": 18, ""SATISFACTION_BASED"": 6}","{""UNKNOWN"": 4, ""MEDIUM"": 12, ""LOW"": 4, ""HIGH"": 4}","{""3"": 6, ""4"": 3, ""5"": 6, ""7"": 6, ""6"": 3}"
세진,25,25,0.638755,"{""QUANTITY_BASED"": 0.08225271935730843, ""SATISFACTION_BASED"": -0.08187116251839127}","{""UNKNOWN"": 0.023751260497768954, ""MEDIUM"": 0.06204249148846304, ""LOW"": -0.06407480558082611, ""HIGH"": 0.026279655211631465}","{""3"": 0.06605658878125542, ""4"": -0.06333328286735469, ""5"": -0.07043169066094945, ""7"": 0.10497970285706645, ""6"": 0.05116076088046648}","{""QUANTITY_BASED"": 19, ""SATISFACTION_BASED"": 6}","{""UNKNOWN"": 5, ""MEDIUM"": 12, ""LOW"": 4, ""HIGH"": 4}","{""3"": 7, ""4"": 3, ""5"": 6, ""7"": 6, ""6"": 3}"
세진,26,26,0.606465,"{""QUANTITY_BASED"": 0.08225271935730843, ""SATISFACTION_BASED"": -0.14982583043329892}","{""UNKNOWN"": 0.023751260497768954, ""MEDIUM"": 0.06204249148846304, ""LOW"": -0.1111575532178544, ""HIGH"": 0.026279655211631465}","{""3"": 0.06605658878125542, ""4"": -0.11049018277573011, ""5"": -0.07043169066094945, ""7"": 0.10497970285706645, ""6"": 0.05116076088046648}","{""QUANTITY_BASED"": 19, ""SATISFACTION_BASED"": 7}","{""UNKNOWN"": 5, ""MEDIUM"": 12, ""LOW"": 5, ""HIGH"": 4}","{""3"": 7, ""4"": 4, ""5"": 6, ""7"": 6, ""6"": 3}"
세진,27,27,0.607637,"{""QUANTITY_BASED"": 0.0856226822905144, ""SATISFACTION_BASED"": -0.14982583043329892}","{""UNKNOWN"": 0.023751260497768954, ""MEDIUM"": 0.06631015623081822, ""LOW"": -0.1111575532178544, ""HIGH"": 0.026279655211631465}","{""3"": 0.06605658878125542, ""4"": -0.11049018277573011, ""5"": -0.07043169066094945, ""7"": 0.10495364646256129, ""6"": 0.05116076088046648}","{""QUANTITY_BASED"": 20, ""SATISFACTION_BASED"": 7}","{""UNKNOWN"": 5, ""MEDIUM"": 13, ""LOW"": 5, ""HIGH"": 4}","{""3"": 7, ""4"": 4, ""5"": 6, ""7"": 7, ""6"": 3}"
세진,28,28,0.569852,"{""QUANTITY_BASED"": 0.03425195649201748, ""SATISFACTION_BASED"": -0.14982583043329892}","{""UNKNOWN"": 0.023751260497768954, ""MEDIUM"": 0.06631015623081822, ""LOW"": -0.1257266801993488, ""HIGH"": 0.026279655211631465}","{""3"": 0.06605658878125542, ""4"": -0.11049018277573011, ""5"": -0.08907340389813435, ""7"": 0.10495364646256129, ""6"": 0.05116076088046648}","{""QUANTITY_BASED"": 21, ""SATISFACTION_BASED"": 7}","{""UNKNOWN"": 5, ""MEDIUM"": 13, ""LOW"": 6, ""HIGH"": 4}","{""3"": 7, ""4"": 4, ""5"": 7, ""7"": 7, ""6"": 3}"
세진,29,29,0.601989,"{""QUANTITY_BASED"": 0.03425195649201748, ""SATISFACTION_BASED"": -0.11379719693435772}","{""UNKNOWN"": 0.023751260497768954, ""MEDIUM"": 0.06631015623081822, ""LOW"": -0.1257266801993488, ""HIGH"": 0.032688195646432563}","{""3"": 0.06605658878125542, ""4"": -0.09040465854219286, ""5"": -0.08907340389813435, ""7"": 0.10495364646256129, ""6"": 0.05116076088046648}","{""QUANTITY_BASED"": 21, ""SATISFACTION_BASED"": 8}","{""UNKNOWN"": 5, ""MEDIUM"": 13, ""LOW"": 6, ""HIGH"": 5}","{""3"": 7, ""4"": 5, ""5"": 7, ""7"": 7, ""6"": 3}"
세진,31,30,0.601989,"{""QUANTITY_BASED"": 0.03425195649201748, ""SATISFACTION_BASED"": -0.11379719693435772, ""TIME_BASED"": 0.012006406151030453}","{""UNKNOWN"": 0.023751260497768954, ""MEDIUM"": 0.06631015623081822, ""LOW"": -0.1257266801993488, ""HIGH"": 0.032688195646432563}","{""3"": 0.06605658878125542, ""4"": -0.09040465854219286, ""5"": -0.08907340389813435, ""7"": 0.10495364646256129, ""6"": 0.05116076088046648}","{""QUANTITY_BASED"": 21, ""SATISFACTION_BASED"": 8, ""TIME_BASED"": 1}","{""UNKNOWN"": 5, ""MEDIUM"": 13, ""LOW"": 6, ""HIGH"": 5}","{""3"": 7, ""4"": 5, ""5"": 7, ""7"": 7, ""6"": 3}"
세진,30,31,0.605624,"{""QUANTITY_BASED"": 0.04851672352020326, ""SATISFACTION_BASED"": -0.11379719693435772, ""TIME_BASED"": 0.012006406151030453}","{""UNKNOWN"": 0.023751260497768954, ""MEDIUM"": 0.07261418094239533, ""LOW"": -0.1257266801993488, ""HIGH"": 0.032688195646432563}","{""3"": 0.07238597023778881, ""4"": -0.09040465854219286, ""5"": -0.08907340389813435, ""7"": 0.10495364646256129, ""6"": 0.05116076088046648}","{""QUANTITY_BASED"": 22, ""SATISFACTION_BASED"": 8, ""TIME_BASED"": 1}","{""UNKNOWN"": 5, ""MEDIUM"": 14, ""LOW"": 6, ""HIGH"": 5}","{""3"": 8, ""4"": 5, ""5"": 7, ""7"": 7, ""6"": 3}"
세진,32,32,0.605624,"{""QUANTITY_BASED"": 0.04851672352020326, ""SATISFACTION_BASED"": -0.11379719693435772, ""TIME_BASED"": 0.010205445228375885}","{""UNKNOWN"": 0.023751260497768954, ""MEDIUM"": 0.07261418094239533, ""LOW"": -0.1257266801993488, ""HIGH"": 0.032688195646432563}","{""3"": 0.07238597023778881, ""4"": -0.09040465854219286, ""5"": -0.08907340389813435, ""7"": 0.10495364646256129, ""6"": 0.05116076088046648}","{""QUANTITY_BASED"": 22, ""SATISFACTION_BASED"": 8, ""TIME_BASED"": 2}","{""UNKNOWN"": 5, ""MEDIUM"": 14, ""LOW"": 6, ""HIGH"": 5}","{""3"": 8, ""4"": 5, ""5"": 7, ""7"": 7, ""6"": 3}"
세진,33,33,0.605624,"{""QUANTITY_BASED"": 0.04851672352020326, ""SATISFACTION_BASED"": -0.11379719693435772, ""TIME_BASED"": -0.00437707810432497}","{""UNKNOWN"": 0.023751260497768954, ""MEDIUM"": 0.07261418094239533, ""LOW"": -0.1257266801993488, ""HIGH"": 0.032688195646432563}","{""3"": 0.07238597023778881, ""4"": -0.09040465854219286, ""5"": -0.08907340389813435, ""7"": 0.10495364646256129, ""6"": 0.05116076088046648}","{""QUANTITY_BASED"": 22, ""SATISFACTION_BASED"": 8, ""TIME_BASED"": 3}","{""UNKNOWN"": 5, ""MEDIUM"": 14, ""LOW"": 6, ""HIGH"": 5}","{""3"": 8, ""4"": 5, ""5"": 7, ""7"": 7, ""6"": 3}"
세진,34,34,0.605624,"{""QUANTITY_BASED"": 0.04851672352020326, ""SATISFACTION_BASED"": -0.11379719693435772, ""TIME_BASED"": 0.009664153670515166}","{""UNKNOWN"": 0.023751260497768954, ""MEDIUM"": 0.07261418094239533, ""LOW"": -0.1257266801993488, ""HIGH"": 0.032688195646432563}","{""3"": 0.07238597023778881, ""4"": -0.09040465854219286, ""5"": -0.08907340389813435, ""7"": 0.10495364646256129, ""6"": 0.05116076088046648}","{""QUANTITY_BASED"": 22, ""SATISFACTION_BASED"": 8, ""TIME_BASED"": 4}","{""UNKNOWN"": 5, ""MEDIUM"": 14, ""LOW"": 6, ""HIGH"": 5}","{""3"": 8, ""4"": 5, ""5"": 7, ""7"": 7, ""6"": 3}"
세진,35,35,0.605624,"{""QUANTITY_BASED"": 0.04851672352020326, ""SATISFACTION_BASED"": -0.11379719693435772, ""TIME_BASED"": 0.017895308790573564}","{""UNKNOWN"": 0.023751260497768954, ""MEDIUM"": 0.07261418094239533, ""LOW"": -0.1257266801993488, ""HIGH"": 0.032688195646432563}","{""3"": 0.07238597023778881, ""4"": -0.09040465854219286, ""5"": -0.08907340389813435, ""7"": 0.10495364646256129, ""6"": 0.05116076088046648}","{""QUANTITY_BASED"": 22, ""SATISFACTION_BASED"": 8, ""TIME_BASED"": 5}","{""UNKNOWN"": 5, ""MEDIUM"": 14, ""LOW"": 6, ""HIGH"": 5}","{""3"": 8, ""4"": 5, ""5"": 7, ""7"": 7, ""6"": 3}"
세진,36,36,0.605624,"{""QUANTITY_BASED"": 0.04851672352020326, ""SATISFACTION_BASED"": -0.11379719693435772, ""TIME_BASED"": -0.004818696421690864}","{""UNKNOWN"": 0.023751260497768954, ""MEDIUM"": 0.07261418094239533, ""LOW"": -0.1257266801993488, ""HIGH"": 0.032688195646432563}","{""3"": 0.07238597023778881, ""4"": -0.09040465854219286, ""5"": -0.08907340389813435, ""7"": 0.10495364646256129, ""6"": 0.05116076088046648}","{""QUANTITY_BASED"": 22, ""SATISFACTION_BASED"": 8, ""TIME_BASED"": 6}","{""UNKNOWN"": 5, ""MEDIUM"": 14, ""LOW"": 6, ""HIGH"": 5}","{""3"": 8, ""4"": 5, ""5"": 7, ""7"": 7, ""6"": 3}"
