user_name,task_id,task_title,session_order,session_elapsed_minutes,elapsed_minutes,progress_percent,focus_raw,focus_level,previous_ai_total_minutes,updated_ai_total_minutes,actual_minutes,error_minutes_updated_total_minus_actual,absolute_error_minutes,absolute_percentage_error,progress_based_remaining_minutes,normalized_remaining_minutes,blending_weight,final_remaining_minutes,focus_weight
나영,2,건여 3주차 2번째 영상,1,13.0,13.0,25.0,꽤 집중,HIGH,40.02,42.0,35.0,7.0,7.0,20.01,39.0,46.8,0.1,29.0,1.2
나영,2,건여 3주차 2번째 영상,2,22.0,35.0,100.0,완전 몰입,VERY_HIGH,42.0,39.2,35.0,4.2,4.2,12.0,0.0,0.0,0.4,4.2,1.5
나영,3,데사 3주차 공부,1,8.0,8.0,5.0,완전 몰입,VERY_HIGH,130.48,132.59,510.0,-377.41,377.41,74.0,152.0,228.0,0.02,124.59,1.5
나영,3,데사 3주차 공부,2,54.0,62.0,25.0,꽤 집중,HIGH,132.59,147.85,510.0,-362.15,362.15,71.01,186.0,223.2,0.1,85.85,1.2
나영,3,데사 3주차 공부,3,18.0,80.0,35.0,완전 몰입,VERY_HIGH,147.85,169.55,510.0,-340.45,340.45,66.75,148.57,222.86,0.14,89.55,1.5
나영,3,데사 3주차 공부,4,35.0,115.0,45.0,완전 몰입,VERY_HIGH,169.55,197.68,510.0,-312.32,312.32,61.24,140.56,210.83,0.18,82.68,1.5
나영,3,데사 3주차 공부,5,58.0,173.0,60.0,완전 몰입,VERY_HIGH,197.68,233.28,510.0,-276.72,276.72,54.26,115.33,173.0,0.24,60.28,1.5
나영,3,데사 3주차 공부,6,13.0,186.0,65.0,완전 몰입,VERY_HIGH,233.28,260.05,510.0,-249.95,249.95,49.01,100.15,150.23,0.26,74.05,1.5
나영,3,데사 3주차 공부,7,55.0,241.0,75.0,꽤 집중,HIGH,260.05,283.25,510.0,-226.75,226.75,44.46,80.33,96.4,0.3,42.25,1.2
나영,3,데사 3주차 공부,8,19.0,260.0,80.0,완전 몰입,VERY_HIGH,283.25,307.01,510.0,-202.99,202.99,39.8,65.0,97.5,0.32,47.01,1.5
나영,3,데사 3주차 공부,9,42.0,302.0,85.0,보통,MEDIUM,307.01,323.43,510.0,-186.57,186.57,36.58,53.29,53.29,0.34,21.43,1.0
나영,3,데사 3주차 공부,11,44.0,346.0,90.0,꽤 집중,HIGH,323.43,348.16,510.0,-161.84,161.84,31.73,38.44,46.13,0.36,2.16,1.2
나영,3,데사 3주차 공부,12,164.0,510.0,100.0,산만,LOW,348.16,510.0,510.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.8
나영,10,연구 데이터셋 돌리기,1,15.0,15.0,15.0,보통,MEDIUM,90.84,91.39,87.0,4.39,4.39,5.04,85.0,85.0,0.06,76.39,1.0
나영,10,연구 데이터셋 돌리기,2,72.0,87.0,100.0,완전 몰입,VERY_HIGH,91.39,89.63,87.0,2.63,2.63,3.03,0.0,0.0,0.4,2.63,1.5
나영,11,캡디 UI 1차 수정,1,55.0,55.0,100.0,꽤 집중,HIGH,40.49,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.2
