user_name,after_task_id,completed_count,user_global,user_type_residual,user_difficulty_residual,user_folder_residual,type_count,difficulty_count,folder_count
세진,10,11,0.599689,"{""QUANTITY_BASED"": 0.10639842771736815, ""SATISFACTION_BASED"": 0.05991707103653286}","{""UNKNOWN"": 0.0434468269050764, ""MEDIUM"": 0.10837204332186492, ""LOW"": 0.00701265321670403, ""HIGH"": -0.04112017766658188}","{""3"": 0.0434468269050764, ""4"": -0.04380625689021163, ""5"": -0.05353084957527622, ""7"": 0.08793327794320611, ""6"": 0.07718003238103513}","{""QUANTITY_BASED"": 9, ""SATISFACTION_BASED"": 2}","{""UNKNOWN"": 3, ""MEDIUM"": 5, ""LOW"": 2, ""HIGH"": 1}","{""3"": 3, ""4"": 1, ""5"": 2, ""7"": 4, ""6"": 1}"
세진,12,12,0.616846,"{""QUANTITY_BASED"": 0.11617510922724292, ""SATISFACTION_BASED"": 0.05991707103653286}","{""UNKNOWN"": 0.0434468269050764, ""MEDIUM"": 0.1146924694346651, ""LOW"": 0.00701265321670403, ""HIGH"": -0.04112017766658188}","{""3"": 0.05625977465955542, ""4"": -0.04380625689021163, ""5"": -0.05353084957527622, ""7"": 0.08793327794320611, ""6"": 0.07718003238103513}","{""QUANTITY_BASED"": 10, ""SATISFACTION_BASED"": 2}","{""UNKNOWN"": 3, ""MEDIUM"": 6, ""LOW"": 2, ""HIGH"": 1}","{""3"": 4, ""4"": 1, ""5"": 2, ""7"": 4, ""6"": 1}"
세진,13,13,0.642012,"{""QUANTITY_BASED"": 0.13649691017597484, ""SATISFACTION_BASED"": 0.05991707103653286}","{""UNKNOWN"": 0.0434468269050764, ""MEDIUM"": 0.1283886007130775, ""LOW"": 0.00701265321670403, ""HIGH"": -0.04112017766658188}","{""3"": 0.07579917541547879, ""4"": -0.04380625689021163, ""5"": -0.05353084957527622, ""7"": 0.08793327794320611, ""6"": 0.07718003238103513}","{""QUANTITY_BASED"": 11, ""SATISFACTION_BASED"": 2}","{""UNKNOWN"": 3, ""MEDIUM"": 7, ""LOW"": 2, ""HIGH"": 1}","{""3"": 5, ""4"": 1, ""5"": 2, ""7"": 4, ""6"": 1}"
세진,14,14,0.615654,"{""QUANTITY_BASED"": 0.06218956243083221, ""SATISFACTION_BASED"": 0.05991707103653286}","{""UNKNOWN"": 0.0032136034020711496, ""MEDIUM"": 0.1283886007130775, ""LOW"": 0.00701265321670403, ""HIGH"": -0.04112017766658188}","{""3"": 0.07579917541547879, ""4"": -0.04380625689021163, ""5"": -0.08406630543024621, ""7"": 0.08793327794320611, ""6"": 0.07718003238103513}","{""QUANTITY_BASED"": 12, ""SATISFACTION_BASED"": 2}","{""UNKNOWN"": 4, ""MEDIUM"": 7, ""LOW"": 2, ""HIGH"": 1}","{""3"": 5, ""4"": 1, ""5"": 3, ""7"": 4, ""6"": 1}"
세진,15,15,0.631919,"{""QUANTITY_BASED"": 0.06218956243083221, ""SATISFACTION_BASED"": 0.04797890401567286}","{""UNKNOWN"": 0.0032136034020711496, ""MEDIUM"": 0.11358266973151639, ""LOW"": 0.00701265321670403, ""HIGH"": -0.04112017766658188}","{""3"": 0.07579917541547879, ""4"": -0.04380625689021163, ""5"": -0.08406630543024621, ""7"": 0.08793327794320611, ""6"": 0.06749495823267825}","{""QUANTITY_BASED"": 12, ""SATISFACTION_BASED"": 3}","{""UNKNOWN"": 4, ""MEDIUM"": 8, ""LOW"": 2, ""HIGH"": 1}","{""3"": 5, ""4"": 1, ""5"": 3, ""7"": 4, ""6"": 2}"
세진,16,16,0.624371,"{""QUANTITY_BASED"": 0.041538664422217805, ""SATISFACTION_BASED"": 0.04797890401567286}","{""UNKNOWN"": 0.0032136034020711496, ""MEDIUM"": 0.0946760936623717, ""LOW"": 0.00701265321670403, ""HIGH"": -0.04112017766658188}","{""3"": 0.07579917541547879, ""4"": -0.04380625689021163, ""5"": -0.08406630543024621, ""7"": 0.07159164105289245, ""6"": 0.06749495823267825}","{""QUANTITY_BASED"": 13, ""SATISFACTION_BASED"": 3}","{""UNKNOWN"": 4, ""MEDIUM"": 9, ""LOW"": 2, ""HIGH"": 1}","{""3"": 5, ""4"": 1, ""5"": 3, ""7"": 5, ""6"": 2}"
세진,17,17,0.63331,"{""QUANTITY_BASED"": 0.041538664422217805, ""SATISFACTION_BASED"": 0.026843167526333818}","{""UNKNOWN"": 0.0032136034020711496, ""MEDIUM"": 0.07591588370480913, ""LOW"": 0.00701265321670403, ""HIGH"": -0.04112017766658188}","{""3"": 0.07579917541547879, ""4"": -0.04871823179251588, ""5"": -0.08406630543024621, ""7"": 0.07159164105289245, ""6"": 0.06749495823267825}","{""QUANTITY_BASED"": 13, ""SATISFACTION_BASED"": 4}","{""UNKNOWN"": 4, ""MEDIUM"": 10, ""LOW"": 2, ""HIGH"": 1}","{""3"": 5, ""4"": 2, ""5"": 3, ""7"": 5, ""6"": 2}"
세진,18,18,0.59256,"{""QUANTITY_BASED"": 0.041538664422217805, ""SATISFACTION_BASED"": -0.05530818088412027}","{""UNKNOWN"": 0.0032136034020711496, ""MEDIUM"": 0.07591588370480913, ""LOW"": -0.045771860959302385, ""HIGH"": -0.04112017766658188}","{""3"": 0.07579917541547879, ""4"": -0.04871823179251588, ""5"": -0.1277429237415576, ""7"": 0.07159164105289245, ""6"": 0.06749495823267825}","{""QUANTITY_BASED"": 13, ""SATISFACTION_BASED"": 5}","{""UNKNOWN"": 4, ""MEDIUM"": 10, ""LOW"": 3, ""HIGH"": 1}","{""3"": 5, ""4"": 2, ""5"": 4, ""7"": 5, ""6"": 2}"
세진,19,19,0.607973,"{""QUANTITY_BASED"": 0.04413051616447045, ""SATISFACTION_BASED"": -0.05530818088412027}","{""UNKNOWN"": 0.00877401066558758, ""MEDIUM"": 0.07591588370480913, ""LOW"": -0.045771860959302385, ""HIGH"": -0.04112017766658188}","{""3"": 0.07410102547765444, ""4"": -0.04871823179251588, ""5"": -0.1277429237415576, ""7"": 0.07159164105289245, ""6"": 0.06749495823267825}","{""QUANTITY_BASED"": 14, ""SATISFACTION_BASED"": 5}","{""UNKNOWN"": 5, ""MEDIUM"": 10, ""LOW"": 3, ""HIGH"": 1}","{""3"": 6, ""4"": 2, ""5"": 4, ""7"": 5, ""6"": 2}"
세진,20,20,0.578413,"{""QUANTITY_BASED"": 0.003520140634579845, ""SATISFACTION_BASED"": -0.05530818088412027}","{""UNKNOWN"": 0.00877401066558758, ""MEDIUM"": 0.07591588370480913, ""LOW"": -0.06385520693351884, ""HIGH"": -0.04112017766658188}","{""3"": 0.07410102547765444, ""4"": -0.04871823179251588, ""5"": -0.13762916343754855, ""7"": 0.07159164105289245, ""6"": 0.06749495823267825}","{""QUANTITY_BASED"": 15, ""SATISFACTION_BASED"": 5}","{""UNKNOWN"": 5, ""MEDIUM"": 10, ""LOW"": 4, ""HIGH"": 1}","{""3"": 6, ""4"": 2, ""5"": 5, ""7"": 5, ""6"": 2}"
세진,21,21,0.584464,"{""QUANTITY_BASED"": 0.012069004796629456, ""SATISFACTION_BASED"": -0.05530818088412027}","{""UNKNOWN"": 0.00877401066558758, ""MEDIUM"": 0.07437555217248595, ""LOW"": -0.06385520693351884, ""HIGH"": -0.04112017766658188}","{""3"": 0.07410102547765444, ""4"": -0.04871823179251588, ""5"": -0.13762916343754855, ""7"": 0.07048373378576094, ""6"": 0.06749495823267825}","{""QUANTITY_BASED"": 16, ""SATISFACTION_BASED"": 5}","{""UNKNOWN"": 5, ""MEDIUM"": 11, ""LOW"": 4, ""HIGH"": 1}","{""3"": 6, ""4"": 2, ""5"": 5, ""7"": 6, ""6"": 2}"
세진,22,22,0.569484,"{""QUANTITY_BASED"": -0.012211353730283987, ""SATISFACTION_BASED"": -0.05530818088412027}","{""UNKNOWN"": 0.00877401066558758, ""MEDIUM"": 0.051957991750291345, ""LOW"": -0.06385520693351884, ""HIGH"": -0.04112017766658188}","{""3"": 0.07410102547765444, ""4"": -0.058826413818210306, ""5"": -0.13762916343754855, ""7"": 0.07048373378576094, ""6"": 0.06749495823267825}","{""QUANTITY_BASED"": 17, ""SATISFACTION_BASED"": 5}","{""UNKNOWN"": 5, ""MEDIUM"": 12, ""LOW"": 4, ""HIGH"": 1}","{""3"": 6, ""4"": 3, ""5"": 5, ""7"": 6, ""6"": 2}"
세진,23,23,0.596477,"{""QUANTITY_BASED"": -0.012211353730283987, ""SATISFACTION_BASED"": -0.033871380586606964}","{""UNKNOWN"": 0.00877401066558758, ""MEDIUM"": 0.05552257468519239, ""LOW"": -0.06385520693351884, ""HIGH"": -0.04112017766658188}","{""3"": 0.07410102547765444, ""4"": -0.058826413818210306, ""5"": -0.13762916343754855, ""7"": 0.07048373378576094, ""6"": 0.0695058445193406}","{""QUANTITY_BASED"": 17, ""SATISFACTION_BASED"": 6}","{""UNKNOWN"": 5, ""MEDIUM"": 13, ""LOW"": 4, ""HIGH"": 1}","{""3"": 6, ""4"": 3, ""5"": 5, ""7"": 6, ""6"": 3}"
세진,24,24,0.62012,"{""QUANTITY_BASED"": 0.010788663683735484, ""SATISFACTION_BASED"": -0.033871380586606964}","{""UNKNOWN"": 0.022008819168680072, ""MEDIUM"": 0.05552257468519239, ""LOW"": -0.06385520693351884, ""HIGH"": -0.04112017766658188}","{""3"": 0.07410102547765444, ""4"": -0.058826413818210306, ""5"": -0.10975403752414245, ""7"": 0.07048373378576094, ""6"": 0.0695058445193406}","{""QUANTITY_BASED"": 18, ""SATISFACTION_BASED"": 6}","{""UNKNOWN"": 6, ""MEDIUM"": 13, ""LOW"": 4, ""HIGH"": 1}","{""3"": 6, ""4"": 3, ""5"": 6, ""7"": 6, ""6"": 3}"
세진,25,25,0.635939,"{""QUANTITY_BASED"": 0.018601574247911708, ""SATISFACTION_BASED"": -0.033871380586606964}","{""UNKNOWN"": 0.026095410662969765, ""MEDIUM"": 0.05552257468519239, ""LOW"": -0.06385520693351884, ""HIGH"": -0.04112017766658188}","{""3"": 0.07297839634104669, ""4"": -0.058826413818210306, ""5"": -0.10975403752414245, ""7"": 0.07048373378576094, ""6"": 0.0695058445193406}","{""QUANTITY_BASED"": 19, ""SATISFACTION_BASED"": 6}","{""UNKNOWN"": 7, ""MEDIUM"": 13, ""LOW"": 4, ""HIGH"": 1}","{""3"": 7, ""4"": 3, ""5"": 6, ""7"": 6, ""6"": 3}"
세진,26,26,0.60393,"{""QUANTITY_BASED"": 0.018601574247911708, ""SATISFACTION_BASED"": -0.09380281883828588}","{""UNKNOWN"": 0.026095410662969765, ""MEDIUM"": 0.05552257468519239, ""LOW"": -0.10081111646661362, ""HIGH"": -0.04112017766658188}","{""3"": 0.07297839634104669, ""4"": -0.09628520266283593, ""5"": -0.10975403752414245, ""7"": 0.07048373378576094, ""6"": 0.0695058445193406}","{""QUANTITY_BASED"": 19, ""SATISFACTION_BASED"": 7}","{""UNKNOWN"": 7, ""MEDIUM"": 13, ""LOW"": 5, ""HIGH"": 1}","{""3"": 7, ""4"": 4, ""5"": 6, ""7"": 6, ""6"": 3}"
세진,27,27,0.605355,"{""QUANTITY_BASED"": 0.017949458721669333, ""SATISFACTION_BASED"": -0.09380281883828588}","{""UNKNOWN"": 0.026095410662969765, ""MEDIUM"": 0.05139573095730274, ""LOW"": -0.10081111646661362, ""HIGH"": -0.04112017766658188}","{""3"": 0.07297839634104669, ""4"": -0.09628520266283593, ""5"": -0.10975403752414245, ""7"": 0.06486077414781442, ""6"": 0.0695058445193406}","{""QUANTITY_BASED"": 20, ""SATISFACTION_BASED"": 7}","{""UNKNOWN"": 7, ""MEDIUM"": 14, ""LOW"": 5, ""HIGH"": 1}","{""3"": 7, ""4"": 4, ""5"": 6, ""7"": 7, ""6"": 3}"
세진,28,28,0.567799,"{""QUANTITY_BASED"": -0.030729128021730154, ""SATISFACTION_BASED"": -0.09380281883828588}","{""UNKNOWN"": 0.026095410662969765, ""MEDIUM"": 0.05139573095730274, ""LOW"": -0.12138745011005166, ""HIGH"": -0.04112017766658188}","{""3"": 0.07297839634104669, ""4"": -0.09628520266283593, ""5"": -0.1294360790618276, ""7"": 0.06486077414781442, ""6"": 0.0695058445193406}","{""QUANTITY_BASED"": 21, ""SATISFACTION_BASED"": 7}","{""UNKNOWN"": 7, ""MEDIUM"": 14, ""LOW"": 6, ""HIGH"": 1}","{""3"": 7, ""4"": 4, ""5"": 7, ""7"": 7, ""6"": 3}"
세진,29,29,0.600141,"{""QUANTITY_BASED"": -0.030729128021730154, ""SATISFACTION_BASED"": -0.05856786828063468}","{""UNKNOWN"": 0.026095410662969765, ""MEDIUM"": 0.060365843016178006, ""LOW"": -0.12138745011005166, ""HIGH"": -0.04112017766658188}","{""3"": 0.07297839634104669, ""4"": -0.07254699724194678, ""5"": -0.1294360790618276, ""7"": 0.06486077414781442, ""6"": 0.0695058445193406}","{""QUANTITY_BASED"": 21, ""SATISFACTION_BASED"": 8}","{""UNKNOWN"": 7, ""MEDIUM"": 15, ""LOW"": 6, ""HIGH"": 1}","{""3"": 7, ""4"": 5, ""5"": 7, ""7"": 7, ""6"": 3}"
세진,31,30,0.600141,"{""QUANTITY_BASED"": -0.030729128021730154, ""SATISFACTION_BASED"": -0.05856786828063468, ""TIME_BASED"": 0.012006406151030453}","{""UNKNOWN"": 0.026095410662969765, ""MEDIUM"": 0.060365843016178006, ""LOW"": -0.12138745011005166, ""HIGH"": -0.04112017766658188}","{""3"": 0.07297839634104669, ""4"": -0.07254699724194678, ""5"": -0.1294360790618276, ""7"": 0.06486077414781442, ""6"": 0.0695058445193406}","{""QUANTITY_BASED"": 21, ""SATISFACTION_BASED"": 8, ""TIME_BASED"": 1}","{""UNKNOWN"": 7, ""MEDIUM"": 15, ""LOW"": 6, ""HIGH"": 1}","{""3"": 7, ""4"": 5, ""5"": 7, ""7"": 7, ""6"": 3}"
세진,30,31,0.60396,"{""QUANTITY_BASED"": -0.020389996231132627, ""SATISFACTION_BASED"": -0.05856786828063468, ""TIME_BASED"": 0.012006406151030453}","{""UNKNOWN"": 0.026095410662969765, ""MEDIUM"": 0.05814910043945221, ""LOW"": -0.12138745011005166, ""HIGH"": -0.04112017766658188}","{""3"": 0.06950039843183402, ""4"": -0.07254699724194678, ""5"": -0.1294360790618276, ""7"": 0.06486077414781442, ""6"": 0.0695058445193406}","{""QUANTITY_BASED"": 22, ""SATISFACTION_BASED"": 8, ""TIME_BASED"": 1}","{""UNKNOWN"": 7, ""MEDIUM"": 16, ""LOW"": 6, ""HIGH"": 1}","{""3"": 8, ""4"": 5, ""5"": 7, ""7"": 7, ""6"": 3}"
세진,32,32,0.60396,"{""QUANTITY_BASED"": -0.020389996231132627, ""SATISFACTION_BASED"": -0.05856786828063468, ""TIME_BASED"": 0.010205445228375885}","{""UNKNOWN"": 0.026095410662969765, ""MEDIUM"": 0.05814910043945221, ""LOW"": -0.12138745011005166, ""HIGH"": -0.04112017766658188}","{""3"": 0.06950039843183402, ""4"": -0.07254699724194678, ""5"": -0.1294360790618276, ""7"": 0.06486077414781442, ""6"": 0.0695058445193406}","{""QUANTITY_BASED"": 22, ""SATISFACTION_BASED"": 8, ""TIME_BASED"": 2}","{""UNKNOWN"": 7, ""MEDIUM"": 16, ""LOW"": 6, ""HIGH"": 1}","{""3"": 8, ""4"": 5, ""5"": 7, ""7"": 7, ""6"": 3}"
세진,33,33,0.60396,"{""QUANTITY_BASED"": -0.020389996231132627, ""SATISFACTION_BASED"": -0.05856786828063468, ""TIME_BASED"": -0.00437707810432497}","{""UNKNOWN"": 0.026095410662969765, ""MEDIUM"": 0.05814910043945221, ""LOW"": -0.12138745011005166, ""HIGH"": -0.04112017766658188}","{""3"": 0.06950039843183402, ""4"": -0.07254699724194678, ""5"": -0.1294360790618276, ""7"": 0.06486077414781442, ""6"": 0.0695058445193406}","{""QUANTITY_BASED"": 22, ""SATISFACTION_BASED"": 8, ""TIME_BASED"": 3}","{""UNKNOWN"": 7, ""MEDIUM"": 16, ""LOW"": 6, ""HIGH"": 1}","{""3"": 8, ""4"": 5, ""5"": 7, ""7"": 7, ""6"": 3}"
세진,34,34,0.60396,"{""QUANTITY_BASED"": -0.020389996231132627, ""SATISFACTION_BASED"": -0.05856786828063468, ""TIME_BASED"": 0.009664153670515166}","{""UNKNOWN"": 0.026095410662969765, ""MEDIUM"": 0.05814910043945221, ""LOW"": -0.12138745011005166, ""HIGH"": -0.04112017766658188}","{""3"": 0.06950039843183402, ""4"": -0.07254699724194678, ""5"": -0.1294360790618276, ""7"": 0.06486077414781442, ""6"": 0.0695058445193406}","{""QUANTITY_BASED"": 22, ""SATISFACTION_BASED"": 8, ""TIME_BASED"": 4}","{""UNKNOWN"": 7, ""MEDIUM"": 16, ""LOW"": 6, ""HIGH"": 1}","{""3"": 8, ""4"": 5, ""5"": 7, ""7"": 7, ""6"": 3}"
세진,35,35,0.60396,"{""QUANTITY_BASED"": -0.020389996231132627, ""SATISFACTION_BASED"": -0.05856786828063468, ""TIME_BASED"": 0.017895308790573564}","{""UNKNOWN"": 0.026095410662969765, ""MEDIUM"": 0.05814910043945221, ""LOW"": -0.12138745011005166, ""HIGH"": -0.04112017766658188}","{""3"": 0.06950039843183402, ""4"": -0.07254699724194678, ""5"": -0.1294360790618276, ""7"": 0.06486077414781442, ""6"": 0.0695058445193406}","{""QUANTITY_BASED"": 22, ""SATISFACTION_BASED"": 8, ""TIME_BASED"": 5}","{""UNKNOWN"": 7, ""MEDIUM"": 16, ""LOW"": 6, ""HIGH"": 1}","{""3"": 8, ""4"": 5, ""5"": 7, ""7"": 7, ""6"": 3}"
세진,36,36,0.60396,"{""QUANTITY_BASED"": -0.020389996231132627, ""SATISFACTION_BASED"": -0.05856786828063468, ""TIME_BASED"": -0.004818696421690864}","{""UNKNOWN"": 0.026095410662969765, ""MEDIUM"": 0.05814910043945221, ""LOW"": -0.12138745011005166, ""HIGH"": -0.04112017766658188}","{""3"": 0.06950039843183402, ""4"": -0.07254699724194678, ""5"": -0.1294360790618276, ""7"": 0.06486077414781442, ""6"": 0.0695058445193406}","{""QUANTITY_BASED"": 22, ""SATISFACTION_BASED"": 8, ""TIME_BASED"": 6}","{""UNKNOWN"": 7, ""MEDIUM"": 16, ""LOW"": 6, ""HIGH"": 1}","{""3"": 8, ""4"": 5, ""5"": 7, ""7"": 7, ""6"": 3}"
