user_name,task_id,task_title,session_order,session_elapsed_minutes,elapsed_minutes,progress_percent,focus_raw,focus_level,previous_ai_total_minutes,updated_ai_total_minutes,actual_minutes,error_minutes_updated_total_minus_actual,absolute_error_minutes,absolute_percentage_error,progress_based_remaining_minutes,normalized_remaining_minutes,blending_weight,final_remaining_minutes,focus_weight
세진,4,캡디 자료조사 하기,2,80.0,184.0,100.0,보통,MEDIUM,172.03,184.0,184.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.0
세진,5,악성 코드 조사 및 정리하기,1,113.0,113.0,100.0,보통,MEDIUM,125.29,114.23,113.0,1.23,1.23,1.09,0.0,0.0,0.9,1.23,1.0
세진,8,알고리즘 - 이진 검색 트리,1,37.0,37.0,40.0,산만,LOW,108.19,94.8,56.0,38.8,38.8,69.28,55.5,44.4,0.5,57.8,0.8
세진,8,알고리즘 - 이진 검색 트리,2,11.0,48.0,50.0,보통,MEDIUM,94.8,95.4,56.0,39.4,39.4,70.35,48.0,48.0,0.5,47.4,1.0
세진,8,알고리즘 - 이진 검색 트리,3,8.0,56.0,100.0,보통,MEDIUM,95.4,59.94,56.0,3.94,3.94,7.04,0.0,0.0,0.9,3.94,1.0
세진,10,워게임 rev-basic 9문제 풀기,1,30.0,30.0,20.0,꽤 집중,HIGH,211.12,201.84,166.0,35.84,35.84,21.59,120.0,144.0,0.25,171.84,1.2
세진,10,워게임 rev-basic 9문제 풀기,2,86.0,116.0,50.0,꽤 집중,HIGH,201.84,228.52,166.0,62.52,62.52,37.66,116.0,139.2,0.5,112.52,1.2
세진,10,워게임 rev-basic 9문제 풀기,3,50.0,166.0,100.0,꽤 집중,HIGH,228.52,172.25,166.0,6.25,6.25,3.77,0.0,0.0,0.9,6.25,1.2
세진,14,운체보 개념 이해,0,138.0,138.0,100.0,완전 몰입,VERY_HIGH,472.49,171.45,1000.0,-828.55,828.55,82.86,0.0,0.0,0.9,33.45,1.5
세진,14,운체보 개념 이해,1,28.0,166.0,15.0,꽤 집중,HIGH,171.45,452.29,1000.0,-547.71,547.71,54.77,940.67,1128.8,0.25,286.29,1.2
세진,14,운체보 개념 이해,2,21.0,187.0,20.0,보통,MEDIUM,452.29,572.97,1000.0,-427.03,427.03,42.7,748.0,748.0,0.25,385.97,1.0
세진,14,운체보 개념 이해,3,34.0,221.0,25.0,보통,MEDIUM,572.97,650.72,1000.0,-349.28,349.28,34.93,663.0,663.0,0.25,429.72,1.0
세진,14,운체보 개념 이해,4,36.0,257.0,50.0,꽤 집중,HIGH,650.72,608.06,1000.0,-391.94,391.94,39.19,257.0,308.4,0.5,351.06,1.2
세진,14,운체보 개념 이해,5,8.0,265.0,55.0,꽤 집중,HIGH,608.06,566.62,1000.0,-433.38,433.38,43.34,216.82,260.18,0.5,301.62,1.2
세진,14,운체보 개념 이해,6,49.0,314.0,60.0,보통,MEDIUM,566.62,534.16,1000.0,-465.84,465.84,46.58,209.33,209.33,0.75,220.16,1.0
세진,14,운체보 개념 이해,7,22.0,336.0,65.0,완전 몰입,VERY_HIGH,534.16,589.08,1000.0,-410.92,410.92,41.09,180.92,271.38,0.75,253.08,1.5
세진,14,운체보 개념 이해,8,22.0,358.0,70.0,보통,MEDIUM,589.08,530.84,1000.0,-469.16,469.16,46.92,153.43,153.43,0.75,172.84,1.0
세진,14,운체보 개념 이해,9,42.0,400.0,70.0,꽤 집중,HIGH,530.84,587.0,1000.0,-413.0,413.0,41.3,171.43,205.71,0.75,187.0,1.2
세진,14,운체보 개념 이해,10,35.0,435.0,75.0,꽤 집중,HIGH,587.0,603.5,1000.0,-396.5,396.5,39.65,145.0,174.0,0.75,168.5,1.2
세진,14,운체보 개념 이해,11,42.0,477.0,75.0,보통,MEDIUM,603.5,627.87,1000.0,-372.13,372.13,37.21,159.0,159.0,0.75,150.87,1.0
세진,14,운체보 개념 이해,12,18.0,495.0,75.0,보통,MEDIUM,627.87,651.97,1000.0,-348.03,348.03,34.8,165.0,165.0,0.75,156.97,1.0
세진,14,운체보 개념 이해,13,28.0,523.0,80.0,완전 몰입,VERY_HIGH,651.97,702.34,1000.0,-297.66,297.66,29.77,130.75,196.12,0.75,179.34,1.5
세진,14,운체보 개념 이해,14,79.0,602.0,85.0,완전 몰입,VERY_HIGH,702.34,746.6,1000.0,-253.4,253.4,25.34,106.24,159.35,0.75,144.6,1.5
세진,16,멀코컴 03 정리 마무리,1,55.0,55.0,90.0,완전 몰입,VERY_HIGH,57.12,63.46,73.0,-9.54,9.54,13.07,6.11,9.17,0.9,8.46,1.5
세진,16,멀코컴 03 정리 마무리,2,18.0,73.0,100.0,완전 몰입,VERY_HIGH,63.46,73.0,73.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.5
세진,17,멀코컴 04-1 강의 정리,1,18.0,18.0,20.0,보통,MEDIUM,129.74,119.81,311.0,-191.19,191.19,61.48,72.0,72.0,0.25,101.81,1.0
세진,17,멀코컴 04-1 강의 정리,2,53.0,71.0,50.0,완전 몰입,VERY_HIGH,119.81,148.65,311.0,-162.35,162.35,52.2,71.0,106.5,0.5,77.65,1.5
세진,17,멀코컴 04-1 강의 정리,3,29.0,100.0,55.0,완전 몰입,VERY_HIGH,148.65,185.69,311.0,-125.31,125.31,40.29,81.82,122.73,0.5,85.69,1.5
세진,17,멀코컴 04-1 강의 정리,4,11.0,111.0,60.0,보통,MEDIUM,185.69,185.17,311.0,-125.83,125.83,40.46,74.0,74.0,0.75,74.17,1.0
세진,17,멀코컴 04-1 강의 정리,5,37.0,148.0,75.0,꽤 집중,HIGH,185.17,201.69,311.0,-109.31,109.31,35.15,49.33,59.2,0.75,53.69,1.2
세진,17,멀코컴 04-1 강의 정리,6,30.0,178.0,85.0,완전 몰입,VERY_HIGH,201.69,219.26,311.0,-91.74,91.74,29.5,31.41,47.12,0.75,41.26,1.5
세진,17,멀코컴 04-1 강의 정리,7,69.0,247.0,90.0,산만,LOW,219.26,263.99,311.0,-47.01,47.01,15.12,27.44,21.96,0.9,16.99,0.8
세진,17,멀코컴 04-1 강의 정리,8,23.0,270.0,90.0,꽤 집중,HIGH,263.99,301.8,311.0,-9.2,9.2,2.96,30.0,36.0,0.9,31.8,1.2
세진,17,멀코컴 04-1 강의 정리,9,41.0,311.0,100.0,완전 몰입,VERY_HIGH,301.8,311.0,311.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.5
세진,19,멀코컴 과제 1,1,34.0,34.0,10.0,완전 몰입,VERY_HIGH,261.7,319.52,367.0,-47.48,47.48,12.94,306.0,459.0,0.25,285.52,1.5
세진,19,멀코컴 과제 1,2,67.0,101.0,30.0,완전 몰입,VERY_HIGH,319.52,387.01,367.0,20.01,20.01,5.45,235.67,353.5,0.5,286.01,1.5
세진,19,멀코컴 과제 1,3,94.0,195.0,40.0,보통,MEDIUM,387.01,437.26,367.0,70.26,70.26,19.14,292.5,292.5,0.5,242.26,1.0
세진,19,멀코컴 과제 1,4,81.0,276.0,70.0,완전 몰입,VERY_HIGH,437.26,449.39,367.0,82.39,82.39,22.45,118.29,177.43,0.75,173.39,1.5
세진,19,멀코컴 과제 1,5,12.0,288.0,80.0,완전 몰입,VERY_HIGH,449.39,409.35,367.0,42.35,42.35,11.54,72.0,108.0,0.75,121.35,1.5
세진,19,멀코컴 과제 1,6,79.0,367.0,100.0,완전 몰입,VERY_HIGH,409.35,371.23,367.0,4.23,4.23,1.15,0.0,0.0,0.9,4.23,1.5
세진,20,멀코컴 04-2 강의 정리,1,26.0,26.0,70.0,꽤 집중,HIGH,69.58,46.92,67.0,-20.08,20.08,29.97,11.14,13.37,0.75,20.92,1.2
세진,20,멀코컴 04-2 강의 정리,2,41.0,67.0,100.0,완전 몰입,VERY_HIGH,46.92,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.5
나영,1,데사 2주차 공부,1,60.0,60.0,15.0,꽤 집중,HIGH,397.76,415.32,621.0,-205.68,205.68,33.12,340.0,408.0,0.25,355.32,1.2
나영,1,데사 2주차 공부,2,20.0,80.0,20.0,완전 몰입,VERY_HIGH,415.32,451.49,621.0,-169.51,169.51,27.3,320.0,480.0,0.25,371.49,1.5
나영,1,데사 2주차 공부,3,27.0,107.0,25.0,보통,MEDIUM,451.49,445.62,621.0,-175.38,175.38,28.24,321.0,321.0,0.25,338.62,1.0
나영,1,데사 2주차 공부,4,37.0,144.0,30.0,보통,MEDIUM,445.62,462.81,621.0,-158.19,158.19,25.47,336.0,336.0,0.5,318.81,1.0
나영,1,데사 2주차 공부,5,64.0,208.0,40.0,꽤 집중,HIGH,462.81,522.6,621.0,-98.4,98.4,15.84,312.0,374.4,0.5,314.6,1.2
나영,1,데사 2주차 공부,6,86.0,294.0,50.0,꽤 집중,HIGH,522.6,584.7,621.0,-36.3,36.3,5.85,294.0,352.8,0.5,290.7,1.2
나영,1,데사 2주차 공부,7,35.0,329.0,55.0,꽤 집중,HIGH,584.7,618.36,621.0,-2.64,2.64,0.43,269.18,323.02,0.5,289.36,1.2
나영,1,데사 2주차 공부,8,62.0,391.0,60.0,보통,MEDIUM,618.36,643.34,621.0,22.34,22.34,3.6,260.67,260.67,0.75,252.34,1.0
나영,1,데사 2주차 공부,9,40.0,431.0,65.0,꽤 집중,HIGH,643.34,692.95,621.0,71.95,71.95,11.59,232.08,278.49,0.75,261.95,1.2
나영,1,데사 2주차 공부,10,39.0,470.0,70.0,꽤 집중,HIGH,692.95,707.02,621.0,86.02,86.02,13.85,201.43,241.71,0.75,237.02,1.2
나영,1,데사 2주차 공부,11,46.0,516.0,75.0,꽤 집중,HIGH,707.02,718.56,621.0,97.56,97.56,15.71,172.0,206.4,0.75,202.56,1.2
나영,1,데사 2주차 공부,12,105.0,621.0,100.0,꽤 집중,HIGH,718.56,630.76,621.0,9.76,9.76,1.57,0.0,0.0,0.9,9.76,1.2
나영,2,건여 3주차 2번째 영상,1,13.0,13.0,25.0,꽤 집중,HIGH,55.31,56.43,35.0,21.43,21.43,61.24,39.0,46.8,0.25,43.43,1.2
나영,2,건여 3주차 2번째 영상,2,22.0,35.0,100.0,완전 몰입,VERY_HIGH,56.43,37.14,35.0,2.14,2.14,6.12,0.0,0.0,0.9,2.14,1.5
나영,3,데사 3주차 공부,1,8.0,8.0,5.0,완전 몰입,VERY_HIGH,258.07,252.55,510.0,-257.45,257.45,50.48,152.0,228.0,0.25,244.55,1.5
나영,3,데사 3주차 공부,2,54.0,62.0,25.0,꽤 집중,HIGH,252.55,260.71,510.0,-249.29,249.29,48.88,186.0,223.2,0.25,198.71,1.2
나영,3,데사 3주차 공부,3,18.0,80.0,35.0,완전 몰입,VERY_HIGH,260.71,281.79,510.0,-228.21,228.21,44.75,148.57,222.86,0.5,201.79,1.5
나영,3,데사 3주차 공부,4,35.0,115.0,45.0,완전 몰입,VERY_HIGH,281.79,303.81,510.0,-206.19,206.19,40.43,140.56,210.83,0.5,188.81,1.5
나영,3,데사 3주차 공부,5,58.0,173.0,60.0,완전 몰입,VERY_HIGH,303.81,335.45,510.0,-174.55,174.55,34.23,115.33,173.0,0.75,162.45,1.5
나영,3,데사 3주차 공부,6,13.0,186.0,65.0,완전 몰입,VERY_HIGH,335.45,336.04,510.0,-173.96,173.96,34.11,100.15,150.23,0.75,150.04,1.5
나영,3,데사 3주차 공부,7,55.0,241.0,75.0,꽤 집중,HIGH,336.04,337.06,510.0,-172.94,172.94,33.91,80.33,96.4,0.75,96.06,1.2
나영,3,데사 3주차 공부,8,19.0,260.0,80.0,완전 몰입,VERY_HIGH,337.06,352.39,510.0,-157.61,157.61,30.9,65.0,97.5,0.75,92.39,1.5
나영,3,데사 3주차 공부,9,42.0,302.0,85.0,보통,MEDIUM,352.39,354.57,510.0,-155.43,155.43,30.48,53.29,53.29,0.75,52.57,1.0
나영,3,데사 3주차 공부,11,44.0,346.0,90.0,꽤 집중,HIGH,354.57,388.38,510.0,-121.62,121.62,23.85,38.44,46.13,0.9,42.38,1.2
나영,3,데사 3주차 공부,12,164.0,510.0,100.0,산만,LOW,388.38,510.0,510.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.8
나영,10,연구 데이터셋 돌리기,1,15.0,15.0,15.0,보통,MEDIUM,128.41,121.31,87.0,34.31,34.31,39.43,85.0,85.0,0.25,106.31,1.0
나영,10,연구 데이터셋 돌리기,2,72.0,87.0,100.0,완전 몰입,VERY_HIGH,121.31,90.43,87.0,3.43,3.43,3.94,0.0,0.0,0.9,3.43,1.5
나영,11,캡디 UI 1차 수정,1,55.0,55.0,100.0,꽤 집중,HIGH,56.78,55.18,55.0,0.18,0.18,0.32,0.0,0.0,0.9,0.18,1.2
