user_name,task_id,task_title,session_order,session_elapsed_minutes,elapsed_minutes,progress_percent,focus_raw,focus_level,previous_ai_total_minutes,updated_ai_total_minutes,actual_minutes,error_minutes_updated_total_minus_actual,absolute_error_minutes,absolute_percentage_error,progress_based_remaining_minutes,normalized_remaining_minutes,blending_weight,final_remaining_minutes,focus_weight
세진,4,캡디 자료조사 하기,2,80.0,184.0,100.0,보통,MEDIUM,172.54,184.0,184.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.0
세진,5,악성 코드 조사 및 정리하기,1,113.0,113.0,100.0,보통,MEDIUM,127.41,114.44,113.0,1.44,1.44,1.28,0.0,0.0,0.9,1.44,1.0
세진,8,알고리즘 - 이진 검색 트리,1,37.0,37.0,40.0,산만,LOW,110.6,96.0,56.0,40.0,40.0,71.43,55.5,44.4,0.5,59.0,0.8
세진,8,알고리즘 - 이진 검색 트리,2,11.0,48.0,50.0,보통,MEDIUM,96.0,96.0,56.0,40.0,40.0,71.43,48.0,48.0,0.5,48.0,1.0
세진,8,알고리즘 - 이진 검색 트리,3,8.0,56.0,100.0,보통,MEDIUM,96.0,60.0,56.0,4.0,4.0,7.14,0.0,0.0,0.9,4.0,1.0
세진,10,워게임 rev-basic 9문제 풀기,1,30.0,30.0,20.0,꽤 집중,HIGH,210.85,201.64,166.0,35.64,35.64,21.47,120.0,144.0,0.25,171.64,1.2
세진,10,워게임 rev-basic 9문제 풀기,2,86.0,116.0,50.0,꽤 집중,HIGH,201.64,228.42,166.0,62.42,62.42,37.6,116.0,139.2,0.5,112.42,1.2
세진,10,워게임 rev-basic 9문제 풀기,3,50.0,166.0,100.0,꽤 집중,HIGH,228.42,172.24,166.0,6.24,6.24,3.76,0.0,0.0,0.9,6.24,1.2
세진,14,운체보 개념 이해,0,138.0,138.0,100.0,완전 몰입,VERY_HIGH,468.3,171.03,1000.0,-828.97,828.97,82.9,0.0,0.0,0.9,33.03,1.5
세진,14,운체보 개념 이해,1,28.0,166.0,15.0,꽤 집중,HIGH,171.03,451.97,1000.0,-548.03,548.03,54.8,940.67,1128.8,0.25,285.97,1.2
세진,14,운체보 개념 이해,2,21.0,187.0,20.0,보통,MEDIUM,451.97,572.73,1000.0,-427.27,427.27,42.73,748.0,748.0,0.25,385.73,1.0
세진,14,운체보 개념 이해,3,34.0,221.0,25.0,보통,MEDIUM,572.73,650.55,1000.0,-349.45,349.45,34.95,663.0,663.0,0.25,429.55,1.0
세진,14,운체보 개념 이해,4,36.0,257.0,50.0,꽤 집중,HIGH,650.55,607.97,1000.0,-392.03,392.03,39.2,257.0,308.4,0.5,350.97,1.2
세진,14,운체보 개념 이해,5,8.0,265.0,55.0,꽤 집중,HIGH,607.97,566.58,1000.0,-433.42,433.42,43.34,216.82,260.18,0.5,301.58,1.2
세진,14,운체보 개념 이해,6,49.0,314.0,60.0,보통,MEDIUM,566.58,534.14,1000.0,-465.86,465.86,46.59,209.33,209.33,0.75,220.14,1.0
세진,14,운체보 개념 이해,7,22.0,336.0,65.0,완전 몰입,VERY_HIGH,534.14,589.07,1000.0,-410.93,410.93,41.09,180.92,271.38,0.75,253.07,1.5
세진,14,운체보 개념 이해,8,22.0,358.0,70.0,보통,MEDIUM,589.07,530.84,1000.0,-469.16,469.16,46.92,153.43,153.43,0.75,172.84,1.0
세진,14,운체보 개념 이해,9,42.0,400.0,70.0,꽤 집중,HIGH,530.84,587.0,1000.0,-413.0,413.0,41.3,171.43,205.71,0.75,187.0,1.2
세진,14,운체보 개념 이해,10,35.0,435.0,75.0,꽤 집중,HIGH,587.0,603.5,1000.0,-396.5,396.5,39.65,145.0,174.0,0.75,168.5,1.2
세진,14,운체보 개념 이해,11,42.0,477.0,75.0,보통,MEDIUM,603.5,627.87,1000.0,-372.13,372.13,37.21,159.0,159.0,0.75,150.87,1.0
세진,14,운체보 개념 이해,12,18.0,495.0,75.0,보통,MEDIUM,627.87,651.97,1000.0,-348.03,348.03,34.8,165.0,165.0,0.75,156.97,1.0
세진,14,운체보 개념 이해,13,28.0,523.0,80.0,완전 몰입,VERY_HIGH,651.97,702.34,1000.0,-297.66,297.66,29.77,130.75,196.12,0.75,179.34,1.5
세진,14,운체보 개념 이해,14,79.0,602.0,85.0,완전 몰입,VERY_HIGH,702.34,746.6,1000.0,-253.4,253.4,25.34,106.24,159.35,0.75,144.6,1.5
세진,16,멀코컴 03 정리 마무리,1,55.0,55.0,90.0,완전 몰입,VERY_HIGH,57.38,63.49,73.0,-9.51,9.51,13.03,6.11,9.17,0.9,8.49,1.5
세진,16,멀코컴 03 정리 마무리,2,18.0,73.0,100.0,완전 몰입,VERY_HIGH,63.49,73.0,73.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.5
세진,17,멀코컴 04-1 강의 정리,1,18.0,18.0,20.0,보통,MEDIUM,131.24,120.93,311.0,-190.07,190.07,61.12,72.0,72.0,0.25,102.93,1.0
세진,17,멀코컴 04-1 강의 정리,2,53.0,71.0,50.0,완전 몰입,VERY_HIGH,120.93,149.22,311.0,-161.78,161.78,52.02,71.0,106.5,0.5,78.22,1.5
세진,17,멀코컴 04-1 강의 정리,3,29.0,100.0,55.0,완전 몰입,VERY_HIGH,149.22,185.97,311.0,-125.03,125.03,40.2,81.82,122.73,0.5,85.97,1.5
세진,17,멀코컴 04-1 강의 정리,4,11.0,111.0,60.0,보통,MEDIUM,185.97,185.24,311.0,-125.76,125.76,40.44,74.0,74.0,0.75,74.24,1.0
세진,17,멀코컴 04-1 강의 정리,5,37.0,148.0,75.0,꽤 집중,HIGH,185.24,201.71,311.0,-109.29,109.29,35.14,49.33,59.2,0.75,53.71,1.2
세진,17,멀코컴 04-1 강의 정리,6,30.0,178.0,85.0,완전 몰입,VERY_HIGH,201.71,219.27,311.0,-91.73,91.73,29.5,31.41,47.12,0.75,41.27,1.5
세진,17,멀코컴 04-1 강의 정리,7,69.0,247.0,90.0,산만,LOW,219.27,263.99,311.0,-47.01,47.01,15.12,27.44,21.96,0.9,16.99,0.8
세진,17,멀코컴 04-1 강의 정리,8,23.0,270.0,90.0,꽤 집중,HIGH,263.99,301.8,311.0,-9.2,9.2,2.96,30.0,36.0,0.9,31.8,1.2
세진,17,멀코컴 04-1 강의 정리,9,41.0,311.0,100.0,완전 몰입,VERY_HIGH,301.8,311.0,311.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.5
세진,19,멀코컴 과제 1,1,34.0,34.0,10.0,완전 몰입,VERY_HIGH,270.67,326.25,367.0,-40.75,40.75,11.1,306.0,459.0,0.25,292.25,1.5
세진,19,멀코컴 과제 1,2,67.0,101.0,30.0,완전 몰입,VERY_HIGH,326.25,390.38,367.0,23.38,23.38,6.37,235.67,353.5,0.5,289.38,1.5
세진,19,멀코컴 과제 1,3,94.0,195.0,40.0,보통,MEDIUM,390.38,438.94,367.0,71.94,71.94,19.6,292.5,292.5,0.5,243.94,1.0
세진,19,멀코컴 과제 1,4,81.0,276.0,70.0,완전 몰입,VERY_HIGH,438.94,449.81,367.0,82.81,82.81,22.56,118.29,177.43,0.75,173.81,1.5
세진,19,멀코컴 과제 1,5,12.0,288.0,80.0,완전 몰입,VERY_HIGH,449.81,409.45,367.0,42.45,42.45,11.57,72.0,108.0,0.75,121.45,1.5
세진,19,멀코컴 과제 1,6,79.0,367.0,100.0,완전 몰입,VERY_HIGH,409.45,371.25,367.0,4.25,4.25,1.16,0.0,0.0,0.9,4.25,1.5
세진,20,멀코컴 04-2 강의 정리,1,26.0,26.0,70.0,꽤 집중,HIGH,72.8,47.73,67.0,-19.27,19.27,28.76,11.14,13.37,0.75,21.73,1.2
세진,20,멀코컴 04-2 강의 정리,2,41.0,67.0,100.0,완전 몰입,VERY_HIGH,47.73,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.5
나영,1,데사 2주차 공부,1,60.0,60.0,15.0,꽤 집중,HIGH,397.76,415.32,621.0,-205.68,205.68,33.12,340.0,408.0,0.25,355.32,1.2
나영,1,데사 2주차 공부,2,20.0,80.0,20.0,완전 몰입,VERY_HIGH,415.32,451.49,621.0,-169.51,169.51,27.3,320.0,480.0,0.25,371.49,1.5
나영,1,데사 2주차 공부,3,27.0,107.0,25.0,보통,MEDIUM,451.49,445.62,621.0,-175.38,175.38,28.24,321.0,321.0,0.25,338.62,1.0
나영,1,데사 2주차 공부,4,37.0,144.0,30.0,보통,MEDIUM,445.62,462.81,621.0,-158.19,158.19,25.47,336.0,336.0,0.5,318.81,1.0
나영,1,데사 2주차 공부,5,64.0,208.0,40.0,꽤 집중,HIGH,462.81,522.6,621.0,-98.4,98.4,15.84,312.0,374.4,0.5,314.6,1.2
나영,1,데사 2주차 공부,6,86.0,294.0,50.0,꽤 집중,HIGH,522.6,584.7,621.0,-36.3,36.3,5.85,294.0,352.8,0.5,290.7,1.2
나영,1,데사 2주차 공부,7,35.0,329.0,55.0,꽤 집중,HIGH,584.7,618.36,621.0,-2.64,2.64,0.43,269.18,323.02,0.5,289.36,1.2
나영,1,데사 2주차 공부,8,62.0,391.0,60.0,보통,MEDIUM,618.36,643.34,621.0,22.34,22.34,3.6,260.67,260.67,0.75,252.34,1.0
나영,1,데사 2주차 공부,9,40.0,431.0,65.0,꽤 집중,HIGH,643.34,692.95,621.0,71.95,71.95,11.59,232.08,278.49,0.75,261.95,1.2
나영,1,데사 2주차 공부,10,39.0,470.0,70.0,꽤 집중,HIGH,692.95,707.02,621.0,86.02,86.02,13.85,201.43,241.71,0.75,237.02,1.2
나영,1,데사 2주차 공부,11,46.0,516.0,75.0,꽤 집중,HIGH,707.02,718.56,621.0,97.56,97.56,15.71,172.0,206.4,0.75,202.56,1.2
나영,1,데사 2주차 공부,12,105.0,621.0,100.0,꽤 집중,HIGH,718.56,630.76,621.0,9.76,9.76,1.57,0.0,0.0,0.9,9.76,1.2
나영,2,건여 3주차 2번째 영상,1,13.0,13.0,25.0,꽤 집중,HIGH,55.4,56.5,35.0,21.5,21.5,61.44,39.0,46.8,0.25,43.5,1.2
나영,2,건여 3주차 2번째 영상,2,22.0,35.0,100.0,완전 몰입,VERY_HIGH,56.5,37.15,35.0,2.15,2.15,6.14,0.0,0.0,0.9,2.15,1.5
나영,3,데사 3주차 공부,1,8.0,8.0,5.0,완전 몰입,VERY_HIGH,258.85,253.14,510.0,-256.86,256.86,50.36,152.0,228.0,0.25,245.14,1.5
나영,3,데사 3주차 공부,2,54.0,62.0,25.0,꽤 집중,HIGH,253.14,261.16,510.0,-248.84,248.84,48.79,186.0,223.2,0.25,199.16,1.2
나영,3,데사 3주차 공부,3,18.0,80.0,35.0,완전 몰입,VERY_HIGH,261.16,282.01,510.0,-227.99,227.99,44.7,148.57,222.86,0.5,202.01,1.5
나영,3,데사 3주차 공부,4,35.0,115.0,45.0,완전 몰입,VERY_HIGH,282.01,303.92,510.0,-206.08,206.08,40.41,140.56,210.83,0.5,188.92,1.5
나영,3,데사 3주차 공부,5,58.0,173.0,60.0,완전 몰입,VERY_HIGH,303.92,335.48,510.0,-174.52,174.52,34.22,115.33,173.0,0.75,162.48,1.5
나영,3,데사 3주차 공부,6,13.0,186.0,65.0,완전 몰입,VERY_HIGH,335.48,336.04,510.0,-173.96,173.96,34.11,100.15,150.23,0.75,150.04,1.5
나영,3,데사 3주차 공부,7,55.0,241.0,75.0,꽤 집중,HIGH,336.04,337.06,510.0,-172.94,172.94,33.91,80.33,96.4,0.75,96.06,1.2
나영,3,데사 3주차 공부,8,19.0,260.0,80.0,완전 몰입,VERY_HIGH,337.06,352.39,510.0,-157.61,157.61,30.9,65.0,97.5,0.75,92.39,1.5
나영,3,데사 3주차 공부,9,42.0,302.0,85.0,보통,MEDIUM,352.39,354.57,510.0,-155.43,155.43,30.48,53.29,53.29,0.75,52.57,1.0
나영,3,데사 3주차 공부,11,44.0,346.0,90.0,꽤 집중,HIGH,354.57,388.38,510.0,-121.62,121.62,23.85,38.44,46.13,0.9,42.38,1.2
나영,3,데사 3주차 공부,12,164.0,510.0,100.0,산만,LOW,388.38,510.0,510.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.8
나영,10,연구 데이터셋 돌리기,1,15.0,15.0,15.0,보통,MEDIUM,129.53,122.15,87.0,35.15,35.15,40.4,85.0,85.0,0.25,107.15,1.0
나영,10,연구 데이터셋 돌리기,2,72.0,87.0,100.0,완전 몰입,VERY_HIGH,122.15,90.51,87.0,3.51,3.51,4.04,0.0,0.0,0.9,3.51,1.5
나영,11,캡디 UI 1차 수정,1,55.0,55.0,100.0,꽤 집중,HIGH,56.63,55.16,55.0,0.16,0.16,0.3,0.0,0.0,0.9,0.16,1.2
