user_name,task_id,task_title,session_order,session_elapsed_minutes,elapsed_minutes,progress_percent,focus_raw,focus_level,previous_ai_total_minutes,updated_ai_total_minutes,actual_minutes,error_minutes_updated_total_minus_actual,absolute_error_minutes,absolute_percentage_error,progress_based_remaining_minutes,normalized_remaining_minutes,blending_weight,final_remaining_minutes,focus_weight
세진,4,캡디 자료조사 하기,2,80.0,184.0,100.0,보통,MEDIUM,172.19,184.0,184.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.0
세진,5,악성 코드 조사 및 정리하기,1,113.0,113.0,100.0,보통,MEDIUM,125.68,114.27,113.0,1.27,1.27,1.12,0.0,0.0,0.9,1.27,1.0
세진,8,알고리즘 - 이진 검색 트리,1,37.0,37.0,40.0,산만,LOW,108.45,94.93,56.0,38.93,38.93,69.51,55.5,44.4,0.5,57.93,0.8
세진,8,알고리즘 - 이진 검색 트리,2,11.0,48.0,50.0,보통,MEDIUM,94.93,95.46,56.0,39.46,39.46,70.47,48.0,48.0,0.5,47.46,1.0
세진,8,알고리즘 - 이진 검색 트리,3,8.0,56.0,100.0,보통,MEDIUM,95.46,59.95,56.0,3.95,3.95,7.05,0.0,0.0,0.9,3.95,1.0
세진,10,워게임 rev-basic 9문제 풀기,1,30.0,30.0,20.0,꽤 집중,HIGH,209.7,200.77,166.0,34.77,34.77,20.95,120.0,144.0,0.25,170.77,1.2
세진,10,워게임 rev-basic 9문제 풀기,2,86.0,116.0,50.0,꽤 집중,HIGH,200.77,227.99,166.0,61.99,61.99,37.34,116.0,139.2,0.5,111.99,1.2
세진,10,워게임 rev-basic 9문제 풀기,3,50.0,166.0,100.0,꽤 집중,HIGH,227.99,172.2,166.0,6.2,6.2,3.73,0.0,0.0,0.9,6.2,1.2
세진,14,운체보 개념 이해,0,138.0,138.0,100.0,완전 몰입,VERY_HIGH,467.46,170.95,1000.0,-829.05,829.05,82.91,0.0,0.0,0.9,32.95,1.5
세진,14,운체보 개념 이해,1,28.0,166.0,15.0,꽤 집중,HIGH,170.95,451.91,1000.0,-548.09,548.09,54.81,940.67,1128.8,0.25,285.91,1.2
세진,14,운체보 개념 이해,2,21.0,187.0,20.0,보통,MEDIUM,451.91,572.68,1000.0,-427.32,427.32,42.73,748.0,748.0,0.25,385.68,1.0
세진,14,운체보 개념 이해,3,34.0,221.0,25.0,보통,MEDIUM,572.68,650.51,1000.0,-349.49,349.49,34.95,663.0,663.0,0.25,429.51,1.0
세진,14,운체보 개념 이해,4,36.0,257.0,50.0,꽤 집중,HIGH,650.51,607.96,1000.0,-392.04,392.04,39.2,257.0,308.4,0.5,350.96,1.2
세진,14,운체보 개념 이해,5,8.0,265.0,55.0,꽤 집중,HIGH,607.96,566.57,1000.0,-433.43,433.43,43.34,216.82,260.18,0.5,301.57,1.2
세진,14,운체보 개념 이해,6,49.0,314.0,60.0,보통,MEDIUM,566.57,534.14,1000.0,-465.86,465.86,46.59,209.33,209.33,0.75,220.14,1.0
세진,14,운체보 개념 이해,7,22.0,336.0,65.0,완전 몰입,VERY_HIGH,534.14,589.07,1000.0,-410.93,410.93,41.09,180.92,271.38,0.75,253.07,1.5
세진,14,운체보 개념 이해,8,22.0,358.0,70.0,보통,MEDIUM,589.07,530.84,1000.0,-469.16,469.16,46.92,153.43,153.43,0.75,172.84,1.0
세진,14,운체보 개념 이해,9,42.0,400.0,70.0,꽤 집중,HIGH,530.84,587.0,1000.0,-413.0,413.0,41.3,171.43,205.71,0.75,187.0,1.2
세진,14,운체보 개념 이해,10,35.0,435.0,75.0,꽤 집중,HIGH,587.0,603.5,1000.0,-396.5,396.5,39.65,145.0,174.0,0.75,168.5,1.2
세진,14,운체보 개념 이해,11,42.0,477.0,75.0,보통,MEDIUM,603.5,627.87,1000.0,-372.13,372.13,37.21,159.0,159.0,0.75,150.87,1.0
세진,14,운체보 개념 이해,12,18.0,495.0,75.0,보통,MEDIUM,627.87,651.97,1000.0,-348.03,348.03,34.8,165.0,165.0,0.75,156.97,1.0
세진,14,운체보 개념 이해,13,28.0,523.0,80.0,완전 몰입,VERY_HIGH,651.97,702.34,1000.0,-297.66,297.66,29.77,130.75,196.12,0.75,179.34,1.5
세진,14,운체보 개념 이해,14,79.0,602.0,85.0,완전 몰입,VERY_HIGH,702.34,746.6,1000.0,-253.4,253.4,25.34,106.24,159.35,0.75,144.6,1.5
세진,16,멀코컴 03 정리 마무리,1,55.0,55.0,90.0,완전 몰입,VERY_HIGH,57.23,63.47,73.0,-9.53,9.53,13.05,6.11,9.17,0.9,8.47,1.5
세진,16,멀코컴 03 정리 마무리,2,18.0,73.0,100.0,완전 몰입,VERY_HIGH,63.47,73.0,73.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.5
세진,17,멀코컴 04-1 강의 정리,1,18.0,18.0,20.0,보통,MEDIUM,130.28,120.21,311.0,-190.79,190.79,61.35,72.0,72.0,0.25,102.21,1.0
세진,17,멀코컴 04-1 강의 정리,2,53.0,71.0,50.0,완전 몰입,VERY_HIGH,120.21,148.86,311.0,-162.14,162.14,52.14,71.0,106.5,0.5,77.86,1.5
세진,17,멀코컴 04-1 강의 정리,3,29.0,100.0,55.0,완전 몰입,VERY_HIGH,148.86,185.79,311.0,-125.21,125.21,40.26,81.82,122.73,0.5,85.79,1.5
세진,17,멀코컴 04-1 강의 정리,4,11.0,111.0,60.0,보통,MEDIUM,185.79,185.2,311.0,-125.8,125.8,40.45,74.0,74.0,0.75,74.2,1.0
세진,17,멀코컴 04-1 강의 정리,5,37.0,148.0,75.0,꽤 집중,HIGH,185.2,201.7,311.0,-109.3,109.3,35.14,49.33,59.2,0.75,53.7,1.2
세진,17,멀코컴 04-1 강의 정리,6,30.0,178.0,85.0,완전 몰입,VERY_HIGH,201.7,219.26,311.0,-91.74,91.74,29.5,31.41,47.12,0.75,41.26,1.5
세진,17,멀코컴 04-1 강의 정리,7,69.0,247.0,90.0,산만,LOW,219.26,263.99,311.0,-47.01,47.01,15.12,27.44,21.96,0.9,16.99,0.8
세진,17,멀코컴 04-1 강의 정리,8,23.0,270.0,90.0,꽤 집중,HIGH,263.99,301.8,311.0,-9.2,9.2,2.96,30.0,36.0,0.9,31.8,1.2
세진,17,멀코컴 04-1 강의 정리,9,41.0,311.0,100.0,완전 몰입,VERY_HIGH,301.8,311.0,311.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.5
세진,19,멀코컴 과제 1,1,34.0,34.0,10.0,완전 몰입,VERY_HIGH,267.99,324.25,367.0,-42.75,42.75,11.65,306.0,459.0,0.25,290.25,1.5
세진,19,멀코컴 과제 1,2,67.0,101.0,30.0,완전 몰입,VERY_HIGH,324.25,389.37,367.0,22.37,22.37,6.1,235.67,353.5,0.5,288.37,1.5
세진,19,멀코컴 과제 1,3,94.0,195.0,40.0,보통,MEDIUM,389.37,438.44,367.0,71.44,71.44,19.46,292.5,292.5,0.5,243.44,1.0
세진,19,멀코컴 과제 1,4,81.0,276.0,70.0,완전 몰입,VERY_HIGH,438.44,449.68,367.0,82.68,82.68,22.53,118.29,177.43,0.75,173.68,1.5
세진,19,멀코컴 과제 1,5,12.0,288.0,80.0,완전 몰입,VERY_HIGH,449.68,409.42,367.0,42.42,42.42,11.56,72.0,108.0,0.75,121.42,1.5
세진,19,멀코컴 과제 1,6,79.0,367.0,100.0,완전 몰입,VERY_HIGH,409.42,371.24,367.0,4.24,4.24,1.16,0.0,0.0,0.9,4.24,1.5
세진,20,멀코컴 04-2 강의 정리,1,26.0,26.0,70.0,꽤 집중,HIGH,71.59,47.43,67.0,-19.57,19.57,29.21,11.14,13.37,0.75,21.43,1.2
세진,20,멀코컴 04-2 강의 정리,2,41.0,67.0,100.0,완전 몰입,VERY_HIGH,47.43,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.5
나영,1,데사 2주차 공부,1,60.0,60.0,15.0,꽤 집중,HIGH,397.76,415.32,621.0,-205.68,205.68,33.12,340.0,408.0,0.25,355.32,1.2
나영,1,데사 2주차 공부,2,20.0,80.0,20.0,완전 몰입,VERY_HIGH,415.32,451.49,621.0,-169.51,169.51,27.3,320.0,480.0,0.25,371.49,1.5
나영,1,데사 2주차 공부,3,27.0,107.0,25.0,보통,MEDIUM,451.49,445.62,621.0,-175.38,175.38,28.24,321.0,321.0,0.25,338.62,1.0
나영,1,데사 2주차 공부,4,37.0,144.0,30.0,보통,MEDIUM,445.62,462.81,621.0,-158.19,158.19,25.47,336.0,336.0,0.5,318.81,1.0
나영,1,데사 2주차 공부,5,64.0,208.0,40.0,꽤 집중,HIGH,462.81,522.6,621.0,-98.4,98.4,15.84,312.0,374.4,0.5,314.6,1.2
나영,1,데사 2주차 공부,6,86.0,294.0,50.0,꽤 집중,HIGH,522.6,584.7,621.0,-36.3,36.3,5.85,294.0,352.8,0.5,290.7,1.2
나영,1,데사 2주차 공부,7,35.0,329.0,55.0,꽤 집중,HIGH,584.7,618.36,621.0,-2.64,2.64,0.43,269.18,323.02,0.5,289.36,1.2
나영,1,데사 2주차 공부,8,62.0,391.0,60.0,보통,MEDIUM,618.36,643.34,621.0,22.34,22.34,3.6,260.67,260.67,0.75,252.34,1.0
나영,1,데사 2주차 공부,9,40.0,431.0,65.0,꽤 집중,HIGH,643.34,692.95,621.0,71.95,71.95,11.59,232.08,278.49,0.75,261.95,1.2
나영,1,데사 2주차 공부,10,39.0,470.0,70.0,꽤 집중,HIGH,692.95,707.02,621.0,86.02,86.02,13.85,201.43,241.71,0.75,237.02,1.2
나영,1,데사 2주차 공부,11,46.0,516.0,75.0,꽤 집중,HIGH,707.02,718.56,621.0,97.56,97.56,15.71,172.0,206.4,0.75,202.56,1.2
나영,1,데사 2주차 공부,12,105.0,621.0,100.0,꽤 집중,HIGH,718.56,630.76,621.0,9.76,9.76,1.57,0.0,0.0,0.9,9.76,1.2
나영,2,건여 3주차 2번째 영상,1,13.0,13.0,25.0,꽤 집중,HIGH,55.33,56.45,35.0,21.45,21.45,61.29,39.0,46.8,0.25,43.45,1.2
나영,2,건여 3주차 2번째 영상,2,22.0,35.0,100.0,완전 몰입,VERY_HIGH,56.45,37.15,35.0,2.15,2.15,6.13,0.0,0.0,0.9,2.15,1.5
나영,3,데사 3주차 공부,1,8.0,8.0,5.0,완전 몰입,VERY_HIGH,258.15,252.61,510.0,-257.39,257.39,50.47,152.0,228.0,0.25,244.61,1.5
나영,3,데사 3주차 공부,2,54.0,62.0,25.0,꽤 집중,HIGH,252.61,260.76,510.0,-249.24,249.24,48.87,186.0,223.2,0.25,198.76,1.2
나영,3,데사 3주차 공부,3,18.0,80.0,35.0,완전 몰입,VERY_HIGH,260.76,281.81,510.0,-228.19,228.19,44.74,148.57,222.86,0.5,201.81,1.5
나영,3,데사 3주차 공부,4,35.0,115.0,45.0,완전 몰입,VERY_HIGH,281.81,303.82,510.0,-206.18,206.18,40.43,140.56,210.83,0.5,188.82,1.5
나영,3,데사 3주차 공부,5,58.0,173.0,60.0,완전 몰입,VERY_HIGH,303.82,335.46,510.0,-174.54,174.54,34.22,115.33,173.0,0.75,162.46,1.5
나영,3,데사 3주차 공부,6,13.0,186.0,65.0,완전 몰입,VERY_HIGH,335.46,336.04,510.0,-173.96,173.96,34.11,100.15,150.23,0.75,150.04,1.5
나영,3,데사 3주차 공부,7,55.0,241.0,75.0,꽤 집중,HIGH,336.04,337.06,510.0,-172.94,172.94,33.91,80.33,96.4,0.75,96.06,1.2
나영,3,데사 3주차 공부,8,19.0,260.0,80.0,완전 몰입,VERY_HIGH,337.06,352.39,510.0,-157.61,157.61,30.9,65.0,97.5,0.75,92.39,1.5
나영,3,데사 3주차 공부,9,42.0,302.0,85.0,보통,MEDIUM,352.39,354.57,510.0,-155.43,155.43,30.48,53.29,53.29,0.75,52.57,1.0
나영,3,데사 3주차 공부,11,44.0,346.0,90.0,꽤 집중,HIGH,354.57,388.38,510.0,-121.62,121.62,23.85,38.44,46.13,0.9,42.38,1.2
나영,3,데사 3주차 공부,12,164.0,510.0,100.0,산만,LOW,388.38,510.0,510.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.8
나영,10,연구 데이터셋 돌리기,1,15.0,15.0,15.0,보통,MEDIUM,128.81,121.6,87.0,34.6,34.6,39.78,85.0,85.0,0.25,106.6,1.0
나영,10,연구 데이터셋 돌리기,2,72.0,87.0,100.0,완전 몰입,VERY_HIGH,121.6,90.46,87.0,3.46,3.46,3.98,0.0,0.0,0.9,3.46,1.5
나영,11,캡디 UI 1차 수정,1,55.0,55.0,100.0,꽤 집중,HIGH,56.66,55.17,55.0,0.17,0.17,0.3,0.0,0.0,0.9,0.17,1.2
